system_module,applicable_page,interface_id,interface_name,document_path,business_use,priority,phase_one_recommended,api_path,http_method,review_status,notes
仓库,仓库与库存页,LX-AAFAE3E2B6D6,获取第三方SKU标签PDF文件,/docs/Warehouse/productLabel.md,支持获取谷仓、西邮智仓、易仓的第三方SKU标签PDF文件,P0,是,/erp/sc/routing/owms/inbound/productLabel,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
产品,产品管理页,LX-AAFAE3E2B6D6,获取第三方SKU标签PDF文件,/docs/Warehouse/productLabel.md,支持获取谷仓、西邮智仓、易仓的第三方SKU标签PDF文件,P0,是,/erp/sc/routing/owms/inbound/productLabel,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
仓库,仓库与库存页,LX-BED54283FB2B,获取第三方箱唛,/docs/Warehouse/packageLabel.md,支持获取谷仓、西邮智仓、易仓的箱唛PDF文件,P0,是,/erp/sc/routing/owms/inbound/packageLabel,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
仓库,仓库与库存页,LX-DE77858CC887,查询移除入库单列表,/docs/Warehouse/removalInboundList.md,查询移除入库单列表,P0,是,/erp/sc/routing/owms/removalInbound/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
仓库,仓库与库存页,LX-FD9302CF208A,查询销售出库单列表,/docs/Warehouse/WmsOrderList.md,支持查询ERP中【仓库】>【销售出库单】数据，即自发货订单销售出库单【默认返回一个月内审核出库的数据，超过一个月请加上时间入参】,P0,是,/erp/sc/routing/wms/order/wmsOrderList,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
销售,销售与订单页,LX-FD9302CF208A,查询销售出库单列表,/docs/Warehouse/WmsOrderList.md,支持查询ERP中【仓库】>【销售出库单】数据，即自发货订单销售出库单【默认返回一个月内审核出库的数据，超过一个月请加上时间入参】,P0,是,/erp/sc/routing/wms/order/wmsOrderList,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
仓库,仓库与库存页,LX-F596F7E8C481,查询销售出库单物流面单,/docs/Warehouse/wmsOrderGetWmsLogisticsLabels.md,查询销售出库单物流面单,P0,是,/erp/sc/routing/wms/order/getWmsLogisticsLabels,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
销售,销售与订单页,LX-F596F7E8C481,查询销售出库单物流面单,/docs/Warehouse/wmsOrderGetWmsLogisticsLabels.md,查询销售出库单物流面单,P0,是,/erp/sc/routing/wms/order/getWmsLogisticsLabels,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
仓库,仓库与库存页,LX-8C46310BDBDA,装箱任务-任务详情,/docs/Warehouse/PackingTaskDetail.md,装箱任务-任务详情,P0,是,/basicOpen/packingTask/taskDetail,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
仓库,仓库与库存页,LX-EE7D15BC8C4F,装箱任务-单据列表,/docs/Warehouse/PackingTaskRelateSnList.md,查询可创建装箱任务的列表,P0,是,/basicOpen/packingTask/getRelateSnList,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
仓库,仓库与库存页,LX-051118326D63,装箱任务-任务列表,/docs/Warehouse/PackingTaskList.md,查询装箱任务列表，支持按仓库、装箱员、装箱情况、单据类型等条件筛选,P0,是,/basicOpen/packingTask/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
财务,财务与对账页,LX-E67765C12B1D,查询利润报表-店铺,/docs/Finance/bdSeller.md,查询利润报表-店铺,P0,是,/bd/profit/report/open/report/seller/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
财务,财务与对账页,LX-69B7BDB30BF3,查询利润报表-店铺月度汇总,/docs/Finance/bdSellerSummary.md,查询利润报表-店铺月度汇总,P0,是,/bd/profit/report/open/report/seller/summary/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
财务,财务与对账页,LX-27FD5B4A5146,查询利润报表 - 订单维度transaction视图,/docs/Finance/profitReportOrderTranscationList.md,查询利润报表 - 订单维度transaction视图,P0,是,/basicOpen/finance/profitReport/order/transcation/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
销售,销售与订单页,LX-27FD5B4A5146,查询利润报表 - 订单维度transaction视图,/docs/Finance/profitReportOrderTranscationList.md,查询利润报表 - 订单维度transaction视图,P0,是,/basicOpen/finance/profitReport/order/transcation/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
财务,财务与对账页,LX-F30C3A5673B7,查询利润报表-订单,/docs/Finance/bdOrder.md,本接口即将下线【不再建议使用】，建议使用[查询利润报表 - 订单维度transaction视图](/docs/Finance/profitReportOrderTranscationList),P0,是,/bd/profit/report/open/report/order/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
销售,销售与订单页,LX-F30C3A5673B7,查询利润报表-订单,/docs/Finance/bdOrder.md,本接口即将下线【不再建议使用】，建议使用[查询利润报表 - 订单维度transaction视图](/docs/Finance/profitReportOrderTranscationList),P0,是,/bd/profit/report/open/report/order/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
财务,财务与对账页,LX-598C49EB1197,查询请款单列表,/docs/Finance/RequestFundsOrderList.md,查询请款单列表,P0,是,/basicOpen/finance/requestFunds/order/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
销售,销售与订单页,LX-598C49EB1197,查询请款单列表,/docs/Finance/RequestFundsOrderList.md,查询请款单列表,P0,是,/basicOpen/finance/requestFunds/order/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
售后,售后与客服页,LX-5470F505D06E,查询售后工单列表,/docs/Service/AfterSalesWorkOrderList.md,查询售后工单列表,P0,是,/pb/mp/returns/workOrder/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
销售,销售与订单页,LX-5470F505D06E,查询售后工单列表,/docs/Service/AfterSalesWorkOrderList.md,查询售后工单列表,P0,是,/pb/mp/returns/workOrder/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
售后,售后与客服页,LX-EA8918986608,查询店铺绩效列表,/docs/Service/storePerformanceList.md,查询店铺绩效列表,P0,是,/basicOpen/customerService/storeTarget/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
售后,售后与客服页,LX-54F0AD822356,查询店铺绩效详情,/docs/Service/PerformanceNoticeDetail.md,查询店铺绩效详情,P0,是,/basicOpen/customerService/storeTarget/detail,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
运营,运营分析页,LX-8DD1FB86D648,查询预警消息列表-商品,/docs/Tools/warningMessageGoodsList.md,查询预警消息列表-商品,P0,是,/basicOpen/settings/warningMessage/goodsList,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
仓库,仓库与库存页,LX-8F9A0C4E13C0,查询预警消息列表-库存,/docs/Tools/warningMessageInventoryList.md,查询预警消息列表-库存,P0,是,/basicOpen/settings/warningMessage/inventoryList,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
运营,运营分析页,LX-8F9A0C4E13C0,查询预警消息列表-库存,/docs/Tools/warningMessageInventoryList.md,查询预警消息列表-库存,P0,是,/basicOpen/settings/warningMessage/inventoryList,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
财务,财务与对账页,LX-A5F6A7E6639A,查询利润统计-店铺,/docs/Statistics/statisticsOpenSeller.md,支持查询新版利润统计的店铺维度,P0,是,/bd/profit/statistics/open/seller/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
运营,运营分析页,LX-A5F6A7E6639A,查询利润统计-店铺,/docs/Statistics/statisticsOpenSeller.md,支持查询新版利润统计的店铺维度,P0,是,/bd/profit/statistics/open/seller/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
销售,销售与订单页,LX-1C7C9C7B770D,查询店铺汇总销量,/docs/Statistics/StoreSales.md,支持按店铺维度查询店铺销量、销售额,P0,是,/erp/sc/data/sales_report/sales,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
运营,运营分析页,LX-1C7C9C7B770D,查询店铺汇总销量,/docs/Statistics/StoreSales.md,支持按店铺维度查询店铺销量、销售额,P0,是,/erp/sc/data/sales_report/sales,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
财务,财务与对账页,LX-09FE9E838C58,查询订单利润-MSKU,/docs/Finance/OrderProfitListMSKU.md,唯一键说明：sid+msku,P0,是,/basicOpen/finance/mreport/OrderProfit,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
产品,产品管理页,LX-09FE9E838C58,查询订单利润-MSKU,/docs/Finance/OrderProfitListMSKU.md,唯一键说明：sid+msku,P0,是,/basicOpen/finance/mreport/OrderProfit,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
销售,销售与订单页,LX-09FE9E838C58,查询订单利润-MSKU,/docs/Finance/OrderProfitListMSKU.md,唯一键说明：sid+msku,P0,是,/basicOpen/finance/mreport/OrderProfit,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
运营,运营分析页,LX-09FE9E838C58,查询订单利润-MSKU,/docs/Finance/OrderProfitListMSKU.md,唯一键说明：sid+msku,P0,是,/basicOpen/finance/mreport/OrderProfit,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
运营,运营分析页,LX-5891B9352423,库存报表-本地仓-新报表-汇总,/docs/Statistics/LocalAggregateListNew.md,库存报表-本地仓-新报表-汇总,P0,是,/inventory/center/openapi/storageReport/local/aggregate/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
运营,运营分析页,LX-FCDF84763AAF,库存报表-本地仓-新报表-明细,/docs/Statistics/LocalDetailListNew.md,库存报表-本地仓-新报表-明细,P0,是,/inventory/center/openapi/storageReport/local/detail/page,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
运营,运营分析页,LX-171BF687A225,库存报表-本地仓-历史报表-汇总,/docs/Statistics/LocalAggregateList.md,库存报表-本地仓-历史报表-汇总,P0,是,/erp/sc/routing/inventoryLog/WareHouseReport/getLocalWareHouseSummaryList,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
运营,运营分析页,LX-0070B9951962,库存报表-本地仓-历史报表-明细,/docs/Statistics/LocalDetailList.md,库存报表-本地仓-历史报表-明细,P0,是,/erp/sc/routing/inventoryLog/WareHouseReport/getLocalWareHouseDetailList,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
运营,运营分析页,LX-CD4E8AC1BDC2,库存报表-海外仓-新报表-汇总,/docs/Statistics/OverseasAggregateListNew.md,库存报表-海外仓-新报表-汇总,P0,是,/inventory/center/openapi/storageReport/overseas/aggregate/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
运营,运营分析页,LX-8116408E9FBA,库存报表-海外仓-新报表-明细,/docs/Statistics/OverseasDetailListNew.md,库存报表-海外仓-新报表-明细,P0,是,/inventory/center/openapi/storageReport/overseas/detail/page,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
运营,运营分析页,LX-A5CE884A505B,库存报表-海外仓-历史报表-汇总,/docs/Statistics/OverseasAggregateList.md,库存报表-海外仓-历史报表-汇总,P0,是,/erp/sc/routing/inventoryLog/WareHouseReport/getOverSeaSummaryList,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
运营,运营分析页,LX-3D1F244FB7C8,库存报表-海外仓-历史报表-明细,/docs/Statistics/OverseasDetailList.md,库存报表-海外仓-历史报表-明细,P0,是,/erp/sc/routing/inventoryLog/WareHouseReport/getOverSeaDetailList,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
采购,采购管理页,LX-95A42DA552D3,查询采购报表列表 - 产品,/docs/Statistics/PurchaseReportProductList.md,查询采购报表列表 - 产品,P0,是,/basicOpen/report/purchase/product/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
产品,产品管理页,LX-95A42DA552D3,查询采购报表列表 - 产品,/docs/Statistics/PurchaseReportProductList.md,查询采购报表列表 - 产品,P0,是,/basicOpen/report/purchase/product/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
运营,运营分析页,LX-95A42DA552D3,查询采购报表列表 - 产品,/docs/Statistics/PurchaseReportProductList.md,查询采购报表列表 - 产品,P0,是,/basicOpen/report/purchase/product/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
售后,售后与客服页,LX-B5184BA8522B,统计-查询退货分析,/docs/Statistics/ReturnOrderAnalysisLists.md,支持统计-查询退货分析,P0,是,/basicOpen/salesAnalysis/returnOrder/analysisLists,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
销售,销售与订单页,LX-B5184BA8522B,统计-查询退货分析,/docs/Statistics/ReturnOrderAnalysisLists.md,支持统计-查询退货分析,P0,是,/basicOpen/salesAnalysis/returnOrder/analysisLists,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
运营,运营分析页,LX-B5184BA8522B,统计-查询退货分析,/docs/Statistics/ReturnOrderAnalysisLists.md,支持统计-查询退货分析,P0,是,/basicOpen/salesAnalysis/returnOrder/analysisLists,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
运营,运营分析页,LX-C3C3157EC484,店铺维度-查询目标,/docs/TargetManage/StoreBatchSelect.md,店铺维度-查询目标,P0,是,/bd/goal/management/open/store/batchSelect,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
Walmart,Walmart 业务中心,LX-727003CFF7B4,Walmart-查询结算账单列表,/docs/MultiPlatform/WalmartBillStatementList.md,Walmart-查询结算账单列表，支持按订单、商品、账期、交易类型、金额类型和时间范围查询 Walmart 结算账单明细。,P0,是,/basicOpen/multiplatformFinance/walmart/bill/statement/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
财务,财务与对账页,LX-727003CFF7B4,Walmart-查询结算账单列表,/docs/MultiPlatform/WalmartBillStatementList.md,Walmart-查询结算账单列表，支持按订单、商品、账期、交易类型、金额类型和时间范围查询 Walmart 结算账单明细。,P0,是,/basicOpen/multiplatformFinance/walmart/bill/statement/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
销售,销售与订单页,LX-727003CFF7B4,Walmart-查询结算账单列表,/docs/MultiPlatform/WalmartBillStatementList.md,Walmart-查询结算账单列表，支持按订单、商品、账期、交易类型、金额类型和时间范围查询 Walmart 结算账单明细。,P0,是,/basicOpen/multiplatformFinance/walmart/bill/statement/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
Walmart,Walmart 业务中心,LX-63E99B54ED72,Walmart-查询回款明细列表,/docs/MultiPlatform/WalmartBillPayoutList.md,Walmart-查询回款明细列表，支持按店铺、站点、账期、时间和金额比较条件查询 Walmart 回款明细。,P0,是,/basicOpen/multiplatformFinance/walmart/bill/payout/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
财务,财务与对账页,LX-63E99B54ED72,Walmart-查询回款明细列表,/docs/MultiPlatform/WalmartBillPayoutList.md,Walmart-查询回款明细列表，支持按店铺、站点、账期、时间和金额比较条件查询 Walmart 回款明细。,P0,是,/basicOpen/multiplatformFinance/walmart/bill/payout/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
财务,财务与对账页,LX-DB6D62E9EE37,查询结算利润（利润报表）-订单,/docs/MultiPlatform/V2/profitReportOrder.md,查询结算利润（利润报表）-订单,P0,是,/basicOpen/multiplatform/profit/report/order,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
销售,销售与订单页,LX-DB6D62E9EE37,查询结算利润（利润报表）-订单,/docs/MultiPlatform/V2/profitReportOrder.md,查询结算利润（利润报表）-订单,P0,是,/basicOpen/multiplatform/profit/report/order,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
Walmart,Walmart 业务中心,LX-1524E1C3FF10,查询Walmart产品表现,/docs/MultiPlatform/WalmartProductAnalysisList.md,查询Walmart产品表现列表数据，对应系统【统计分析】>【多平台产品表现】>【Walmart】数据,P0,是,/basicOpen/platformStatistics/walmartProductAnalysis/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
产品,产品管理页,LX-1524E1C3FF10,查询Walmart产品表现,/docs/MultiPlatform/WalmartProductAnalysisList.md,查询Walmart产品表现列表数据，对应系统【统计分析】>【多平台产品表现】>【Walmart】数据,P0,是,/basicOpen/platformStatistics/walmartProductAnalysis/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
运营,运营分析页,LX-1524E1C3FF10,查询Walmart产品表现,/docs/MultiPlatform/WalmartProductAnalysisList.md,查询Walmart产品表现列表数据，对应系统【统计分析】>【多平台产品表现】>【Walmart】数据,P0,是,/basicOpen/platformStatistics/walmartProductAnalysis/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
Walmart,Walmart 业务中心,LX-571E669C2E50,多平台-Walmart售后订单列表,/docs/MultiPlatform/V2/WalmartReturnOrderList.md,多平台-Walmart售后订单列表,P0,是,/basicOpen/openapi/multiplatform/walmart/returnOrder/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
售后,售后与客服页,LX-571E669C2E50,多平台-Walmart售后订单列表,/docs/MultiPlatform/V2/WalmartReturnOrderList.md,多平台-Walmart售后订单列表,P0,是,/basicOpen/openapi/multiplatform/walmart/returnOrder/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
销售,销售与订单页,LX-571E669C2E50,多平台-Walmart售后订单列表,/docs/MultiPlatform/V2/WalmartReturnOrderList.md,多平台-Walmart售后订单列表,P0,是,/basicOpen/openapi/multiplatform/walmart/returnOrder/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
工作台,数据总览 / 待评估接口,LX-F8354824E040,查询多平台店铺信息,/docs/MultiPlatform/V2/StoreInfoV2.md,支持查询多平台店铺基础信息，其中store_id为多平台店铺唯一,P0,是,/pb/mp/shop/v2/getSellerList,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
销售,销售与订单页,LX-5C93F09C1D1B,查询订单管理订单列表,/docs/MultiPlatform/V2/MultiPlatOrderV2.md,>数据对应多平台管理系统中【订单】>【订单管理】的订单数据，涵盖所有平台自发货订单数据,P0,是,/pb/mp/order/v2/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
工作台,数据总览 / 待评估接口,LX-531E7CE81EF4,查询WFS库存列表,/docs/MultiPlatform/V2/QueryWFSInventionPage.md,查询WFS库存列表,P0,是,/cepf/warehouse/api/openApi/queryWFSInventionPage,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
Walmart,Walmart 业务中心,LX-9212623D77EA,查询Walmart在线商品,/docs/MultiPlatform/V2/walmartList.md,查询Walmart在线商品,P0,是,/basicOpen/multiplatform/walmart/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
销售,销售与订单页,LX-C4DB859443E2,查询平台订单列表,/docs/MultiPlatform/V2/newPlatformOrderList.md,查询平台订单列表,P0,是,/cepfPlatformOrder/open-api/newPlatformOrder/list,POST,待负责人/架构师复核,规则初筛候选；接入前必须做 PRP 和真实 API 验证。
