interface_id,priority,level_1_module,level_2_module,level_3_module,interface_name,http_method,api_path,document_path,doc_status,tested_status,tested_date,tested_by,requires_real_credential,has_sample_response,matches_old_db,usable_for_phase_1,notes
LX-E8270027E4C1,P3,仓库,海外仓,,备货单分配库存,POST,/basicOpen/overSeaWarehouse/stockOrder/allocate,/docs/Warehouse/overseaStockOrderAllocate.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-3E19FAF15A8D,P3,仓库,海外仓,,备货单结束到货,POST,/erp/sc/routing/owms/inbound/completeReceipt,/docs/Warehouse/inboundCompleteReceipt.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-01FE108B1B92,P3,仓库,海外仓,,更新备货单,POST,/erp/sc/routing/owms/inbound/updateInbound,/docs/Warehouse/updateInbound.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-25557AAD1424,P3,仓库,海外仓,,更新备货单物流信息,POST,/erp/sc/routing/owms/inbound/updateLogistics,/docs/Warehouse/UpdateLogistics.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-ACB0219BB470,P0,仓库,海外仓,,查询备货单收货记录,POST,/erp/sc/routing/owms/inbound/getReceiveGoodRecords,/docs/Warehouse/GetReceiveGoodRecords.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-E5E2F516B966,P0,仓库,海外仓,,查询备货单装箱信息,GET,/erp/sc/routing/owms/inbound/getPackingData,/docs/Warehouse/getPackingData.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-EB2B3813F515,P0,仓库,海外仓,,查询备货单详情,POST,/basicOpen/overSeaWarehouse/stockOrder/detail,/docs/Warehouse/OverSeasStockDetail.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-87EAA59FF5C7,P2,仓库,海外仓,,查询海外仓sku配对列表,POST,/basicOpen/overseaWarehouseSetting/matchList,/docs/Warehouse/OverseaWarehouseMatchList.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-7773B7A1FDF9,P0,仓库,海外仓,,查询海外仓备货单列表,POST,/erp/sc/routing/owms/inbound/listInbound,/docs/Warehouse/listInbound.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-DE77858CC887,P0,仓库,海外仓,,查询移除入库单列表,POST,/erp/sc/routing/owms/removalInbound/list,/docs/Warehouse/removalInboundList.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-814E67414272,P0,仓库,海外仓,,查询系统产品与第三方海外仓产品映射列表,POST,/erp/sc/routing/owms/inbound/matchSkuList,/docs/Warehouse/matchSkuList.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-3B84A6C4C9B4,P2,仓库,海外仓,,海外仓备货单发货,POST,/erp/sc/routing/owms/inbound/sendInbound,/docs/Warehouse/SendInbound.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-EBADE37CF17C,P0,仓库,海外仓,,获取备货单号,POST,/erp/sc/routing/owms/inbound/listOrderNos,/docs/Warehouse/listOrderNos.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-AAFAE3E2B6D6,P0,仓库,海外仓,,获取第三方SKU标签PDF文件,POST,/erp/sc/routing/owms/inbound/productLabel,/docs/Warehouse/productLabel.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-BED54283FB2B,P0,仓库,海外仓,,获取第三方箱唛,POST,/erp/sc/routing/owms/inbound/packageLabel,/docs/Warehouse/packageLabel.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-051118326D63,P0,仓库,装箱管理,,装箱任务-任务列表,POST,/basicOpen/packingTask/list,/docs/Warehouse/PackingTaskList.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-8C46310BDBDA,P0,仓库,装箱管理,,装箱任务-任务详情,POST,/basicOpen/packingTask/taskDetail,/docs/Warehouse/PackingTaskDetail.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-5094B5DD4252,P2,仓库,装箱管理,,装箱任务-删除装箱任务,POST,/basicOpen/packingTask/delTask,/docs/Warehouse/PackingTaskDel.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-EE7D15BC8C4F,P0,仓库,装箱管理,,装箱任务-单据列表,POST,/basicOpen/packingTask/getRelateSnList,/docs/Warehouse/PackingTaskRelateSnList.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-9B0AEF588990,P2,仓库,装箱管理,,装箱任务-批量编辑装箱信息,POST,/basicOpen/packingTask/batchEditPackingBox,/docs/Warehouse/PackingTaskBatchEdit.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-DBA03B840847,P2,仓库,装箱管理,,装箱任务-标记已完成,POST,/basicOpen/packingTask/finishTask,/docs/Warehouse/PackingTaskFinish.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-633648A48963,P3,仓库,装箱管理,,装箱任务-生成装箱任务,POST,/basicOpen/packingTask/addTask,/docs/Warehouse/PackingTaskAdd.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-320D9D20B37C,P1,基础数据,,,下载附件,POST,/erp/sc/routing/common/file/download,/docs/BasicData/AttachmentDownload.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-99132180876E,P2,基础数据,,,修改我的汇率,POST,/basicOpen/settings/exchangeRate/update,/docs/BasicData/ExchangeRateUpdate.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-A07E627F7B70,P1,基础数据,,,定制化附件下载接口,POST,/erp/sc/routing/customized/file/download,/docs/BasicData/CustomAttachmentDownload.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-1BE23A99A7E9,P2,基础数据,,,批量修改店铺名称,POST,/erp/sc/data/seller/batchEditSellerName,/docs/BasicData/SellerBatchRename.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-04CE920F9507,P1,基础数据,,,查询ERP用户信息列表,GET,/erp/sc/data/account/lists,/docs/BasicData/AccoutLists.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-CDEC1BCCBD6A,P1,基础数据,,,获取国家下的州、省编码,POST,/basicOpen/multiplatform/profit/report/stateList,/docs/BasicData/StateList.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-3A4304922BAA,P3,多平台,,,WFS货件暂存,POST,/basicOpen/multiplatform/cargo/storage,/docs/MultiPlatform/V2/multiplatformCargoStorage.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-6476F601BDF1,P2,多平台,,,Walmart修改库存,POST,/basicOpen/multiplatform/walmart/publishQueue,/docs/MultiPlatform/V2/WalmartPublishQueue.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-A8AF20B777AE,P2,多平台,,,修改平台仓发货单备注,POST,/cepf/warehouse/api/openApi/editPlatfromShippingRemark,/docs/MultiPlatform/V2/ModifyPlatformRemark.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-1D4F82B9EC6C,P2,多平台,,,创建订单,POST,/pb/mp/order/v2/create,/docs/MultiPlatform/V2/CreateOrdersV2.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-72F91B3597A5,P2,多平台,,,删除暂存货件,POST,/basicOpen/multiplatform/deleteCargoStorage,/docs/MultiPlatform/V2/DeleteCargoStorage.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-B6C99BAA3905,P3,多平台,,,合并订单,POST,/pb/mp/order/v2/mergeOrder,/docs/MultiPlatform/V2/MergeOrder.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-D0A92205A559,P2,多平台,,,审核发货,POST,/basicOpen/openapi/multiplatform/order/review,/docs/MultiPlatform/BatchReview.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-E4F62AF71863,P2,多平台,,,平台仓发货单分配库存,POST,/basicOpen/multiplatform/allocate/stock,/docs/MultiPlatform/V2/shippingOrderAllocate.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-0EF3921B4688,P2,多平台,,,平台仓发货单发货,POST,/basicOpen/multiplatform/shippingList/delivery,/docs/MultiPlatform/V2/shippingOrderDelivery.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-1AA8D77AEA04,P2,多平台,,,平台仓发货单拣货,POST,/basicOpen/multiplatform/shippingList/picking,/docs/MultiPlatform/V2/shippingOrderPicking.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-B1D5E5BD6509,P3,多平台,,,快速出库,POST,/pb/mp/order/v2/fastOutbound,/docs/MultiPlatform/V2/FastOutboundV2.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-9A6E1D56E418,P2,多平台,,,批量添加、编辑多平台配对关系,POST,/pb/mp/listing/v2/pairMultiPlatform,/docs/MultiPlatform/V2/pairMultiPlatformV2.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-F05BAD345036,P3,多平台,,,拆分订单,POST,/pb/mp/order/v2/splitOrder,/docs/MultiPlatform/V2/SplitOrder.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-F9AD2E4B84C4,P1,多平台,,,更新订单客服备注,POST,/pb/mp/order/setRemark,/docs/MultiPlatform/V2/mpOrderUpdateV2.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-531E7CE81EF4,P0,多平台,,,查询WFS库存列表,POST,/cepf/warehouse/api/openApi/queryWFSInventionPage,/docs/MultiPlatform/V2/QueryWFSInventionPage.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-C95DBD64F2A9,P1,多平台,,,查询WFS货件列表,POST,/cepf/warehouse/api/openApi/queryWFSCargoPage,/docs/MultiPlatform/V2/QueryWFSCargoPage.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-1074DDF41A1A,P2,多平台,,,查询WFS货件可添加商品列表,POST,/basicOpen/multiplatform/cargo/addCargoGoods/list,/docs/MultiPlatform/V2/addCargoGoodsList.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-6EFCDB06A626,P1,多平台,,,查询Walmart Review列表,POST,/basicOpen/multiplatform/walmart/queryCommentList,/docs/MultiPlatform/WalmartCommentList.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-9212623D77EA,P0,多平台,,,查询Walmart在线商品,POST,/basicOpen/multiplatform/walmart/list,/docs/MultiPlatform/V2/walmartList.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-B7DA9DE52C6A,P1,多平台,,,查询可用报告列表 - Walmart Payment,POST,/cepf/fms/openapi/walmartPayment/queryReport,/docs/MultiPlatform/V2/WalmartPaymentQueryReport.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-F8354824E040,P0,多平台,,,查询多平台店铺信息,POST,/pb/mp/shop/v2/getSellerList,/docs/MultiPlatform/V2/StoreInfoV2.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-2C3EA8AD49D5,P2,多平台,,,查询多平台配对列表,POST,/pb/mp/listing/v2/getPairList,/docs/MultiPlatform/V2/PairListV2.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-C99E2D00C76D,P2,多平台,,,查询平台仓发货单列表,POST,/cepf/warehouse/api/openApi/queryShippingListPage,/docs/MultiPlatform/V2/QueryShippingListPage.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-9D5A176AC470,P2,多平台,,,查询平台仓发货单列表v2,POST,/basicOpen/multiplatform/query/shippingList,/docs/MultiPlatform/V2/QueryShippingListV2.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-418571887440,P2,多平台,,,查询平台仓发货单详情,POST,/basicOpen/multiplatform/query/shippingDetail,/docs/MultiPlatform/V2/shippingDetailByCode.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-C4DB859443E2,P0,多平台,,,查询平台订单列表,POST,/cepfPlatformOrder/open-api/newPlatformOrder/list,/docs/MultiPlatform/V2/newPlatformOrderList.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-66894A74C546,P1,多平台,,,查询报告详情 - Walmart Payment,POST,/cepf/fms/openapi/walmartPayment/queryPage,/docs/MultiPlatform/V2/WalmartPaymentQueryPage.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-5C93F09C1D1B,P0,多平台,,,查询订单管理订单列表,POST,/pb/mp/order/v2/list,/docs/MultiPlatform/V2/MultiPlatOrderV2.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-4BEBA8523762,P1,多平台,,,查询退件地址列表,POST,/basicOpen/multiplatform/address/returnAddressList,/docs/MultiPlatform/V2/addressReturnAddressList.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-A4FD6B748623,P1,多平台,,,查询销量统计列表v2,POST,/basicOpen/platformStatisticsV2/saleStat/pageList,/docs/Statistics/PlatformStatisticsSaleStatPageListV2.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-25313630C917,P2,多平台,,,标记订单不发货,POST,/pb/mp/order/v2/cancelOrder,/docs/MultiPlatform/V2/CancelOrder.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-DCEB8C231969,P2,多平台,,,编辑/更新自发货订单,POST,/pb/mp/order/v2/updateOrder,/docs/MultiPlatform/V2/UpdateOrderV2.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-3BAA5CBA09DF,P2,多平台,,,编辑订单,POST,/pb/mp/order/editOrder,/docs/MultiPlatform/V2/EditOrderV2.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-2B737D7329A7,P1,多平台,,,获取快速出库结果,POST,/pb/mp/order/v2/getFastOutboundResult,/docs/MultiPlatform/V2/GetFastOutboundResultV2.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-3AE2636790C1,P2,多平台,,,订单发货,POST,/basicOpen/selfShipmentOrder/deliveryGoods,/docs/MultiPlatform/V2/selfShipmentOrderDeliveryGoods.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-715956D8FA89,P3,多平台,,,订单称重,POST,/erp/sc/routing/wms/order/setOrderWeighed,/docs/MultiPlatform/V2/setOrderWeighed.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-06B2902A5005,P2,多平台,,,预发货,POST,/basicOpen/openapi/multiplatform/order/preShipment,/docs/MultiPlatform/PreShipment.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-571E669C2E50,P0,多平台,售后订单,,多平台-Walmart售后订单列表,POST,/basicOpen/openapi/multiplatform/walmart/returnOrder/list,/docs/MultiPlatform/V2/WalmartReturnOrderList.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-1AD86690E18F,P1,多平台,广告,Walmart广告,查询沃尔玛-广告 - SB广告 - 关键词,POST,/basicOpen/multiplatform/ads/reportKeywordSbList,/docs/MultiPlatform/Advertisement/walmart-reportKeywordSbList_21.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-5182D556071A,P1,多平台,广告,Walmart广告,查询沃尔玛-广告 - SB广告 - 平台,POST,/basicOpen/multiplatform/ads/reportPlatformSbList,/docs/MultiPlatform/Advertisement/walmart-reportPlatformSbList_25.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-EAFAEC4B71CF,P1,多平台,广告,Walmart广告,查询沃尔玛-广告 - SB广告 - 广告,POST,/basicOpen/multiplatform/ads/reportAdItemSbList,/docs/MultiPlatform/Advertisement/walmart-reportAdItemSbList_16.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-FD59C74A55D7,P1,多平台,广告,Walmart广告,查询沃尔玛-广告 - SB广告 - 广告活动,POST,/basicOpen/multiplatform/ads/reportCampaignSbList,/docs/MultiPlatform/Advertisement/walmart-reportCampaignSbList_19.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-7C855BFAF5AA,P1,多平台,广告,Walmart广告,查询沃尔玛-广告 - SB广告 - 广告组,POST,/basicOpen/multiplatform/ads/reportAdGroupSbList,/docs/MultiPlatform/Advertisement/walmart-reportAdGroupSbList_15.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-6D6235392322,P1,多平台,广告,Walmart广告,查询沃尔玛-广告 - SB广告 - 页面类型,POST,/basicOpen/multiplatform/ads/reportPageTypeSbList,/docs/MultiPlatform/Advertisement/walmart-reportPageTypeSbList_24.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-434F316A392B,P1,多平台,广告,Walmart广告,查询沃尔玛-广告 - SP广告 - 关键词,POST,/basicOpen/multiplatform/ads/reportKeywordSpList,/docs/MultiPlatform/Advertisement/walmart-reportKeywordSpList_22.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-646C5878A4CE,P1,多平台,广告,Walmart广告,查询沃尔玛-广告 - SP广告 - 平台,POST,/basicOpen/multiplatform/ads/reportPlatformSpList,/docs/MultiPlatform/Advertisement/walmart-reportPlatformSpList_26.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-0CB86D55776C,P1,多平台,广告,Walmart广告,查询沃尔玛-广告 - SP广告 - 广告,POST,/basicOpen/multiplatform/ads/reportAdItemSpList,/docs/MultiPlatform/Advertisement/walmart-reportAdItemSpList_17.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-058A66EC8E8E,P1,多平台,广告,Walmart广告,查询沃尔玛-广告 - SP广告 - 广告活动,POST,/basicOpen/multiplatform/ads/queryCampaignSpList,/docs/MultiPlatform/Advertisement/walmart-CampaignSpList_3.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-31720B315BD9,P1,多平台,广告,Walmart广告,查询沃尔玛-广告 - SP广告 - 广告组,POST,/basicOpen/multiplatform/ads/queryGroupSpList,/docs/MultiPlatform/Advertisement/walmart-GroupSpList_9.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-5779B4C3F664,P1,多平台,广告,Walmart广告,查询沃尔玛-广告 - SP广告 - 页面类型,POST,/basicOpen/multiplatform/ads/queryPageTypeSPList,/docs/MultiPlatform/Advertisement/walmart-PageTypeSPList_10.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-DD135F34D7C2,P1,多平台,广告,Walmart广告,查询沃尔玛-广告 - SV广告 - 关键词,POST,/basicOpen/multiplatform/ads/reportKeywordSvList,/docs/MultiPlatform/Advertisement/walmart-reportKeywordSvList_23.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-F47DF22109CA,P1,多平台,广告,Walmart广告,查询沃尔玛-广告 - SV广告 - 平台,POST,/basicOpen/multiplatform/ads/reportPlatformSvList,/docs/MultiPlatform/Advertisement/walmart-reportPlatformSvList_27.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-40C3F27491DD,P1,多平台,广告,Walmart广告,查询沃尔玛-广告 - SV广告 - 广告,POST,/basicOpen/multiplatform/ads/reportAdItemSvList,/docs/MultiPlatform/Advertisement/walmart-reportAdItemSvList_18.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-86309AAB2BAC,P1,多平台,广告,Walmart广告,查询沃尔玛-广告 - SV广告 - 广告活动,POST,/basicOpen/multiplatform/ads/reportCampaignSvList,/docs/MultiPlatform/Advertisement/walmart-reportCampaignSvList_20.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-541F3B11E6DE,P1,多平台,广告,Walmart广告,查询沃尔玛-广告 - SV广告 - 广告组,POST,/basicOpen/multiplatform/ads/queryAdGroupSvList,/docs/MultiPlatform/Advertisement/walmart-AdGroupSvList_1.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-83BBCE9FCB0E,P1,多平台,广告,Walmart广告,查询沃尔玛-广告 - SV广告 - 页面类型,POST,/basicOpen/multiplatform/ads/queryReportPageTypeSvList,/docs/MultiPlatform/Advertisement/walmart-ReportPageTypeSvList_11.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-48F40DDAE6D3,P1,多平台,广告,Walmart广告,查询沃尔玛-词 - 沃尔玛热门搜索词,POST,/basicOpen/multiplatform/ads/reportSearchTrendsList,/docs/MultiPlatform/Advertisement/walmart-reportSearchTrendsList_28.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-1DC15769BD57,P1,多平台,广告,Walmart广告,查询沃尔玛广告主列表,POST,/basicOpen/adReport/advertiser/list,/docs/newAd/report/WalmartQueryAdvertiserList.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-1524E1C3FF10,P0,多平台,统计,,查询Walmart产品表现,POST,/basicOpen/platformStatistics/walmartProductAnalysis/list,/docs/MultiPlatform/WalmartProductAnalysisList.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-63E99B54ED72,P0,多平台,财务,Walmart财务,Walmart-查询回款明细列表,POST,/basicOpen/multiplatformFinance/walmart/bill/payout/list,/docs/MultiPlatform/WalmartBillPayoutList.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-727003CFF7B4,P0,多平台,财务,Walmart财务,Walmart-查询结算账单列表,POST,/basicOpen/multiplatformFinance/walmart/bill/statement/list,/docs/MultiPlatform/WalmartBillStatementList.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-5D552F4D7A8D,P1,多平台,财务,利润报表,利润报表-列表配置查询,POST,/basicOpen/finance/profitReport/config,/docs/Finance/ProfitReportConfig.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
LX-0BB27D85E792,P1,多平台,财务,利润报表,利润报表-明细列表查询,POST,/basicOpen/finance/settlement/profitList,/docs/Finance/SettlementProfitList.md,文档已收录,未验证,,,是,未确认,未确认,待评估,默认未实测；接入前需确认账号权限、分页、频控、字段、数据范围与错误码。
