name,type,required,default,example,enum,description,path,interface_id,is_pagination_param,is_time_param,business_key_type
unit_fee_price,float,是,,6.0000,,变更后单位费用,list[].unit_fee_price,LX-1FA55392B264,否,否,
remark,string,是,,成本补录单备注,,备注,remark,LX-1FA55392B264,否,否,
type,int,是,,1,,补录类型—只支持入库成本(1),type,LX-1FA55392B264,否,否,
wid,int,是,,1,,仓库ID,wid,LX-1FA55392B264,否,否,仓库
detail_list,array,是,,,,标签信息，上限200,detail_list,LX-2046A9CB4520,否,否,
label_list,array,是,,"[""标签-1"",""标签-2""]",,标签名称，上限10,detail_list[].label_list,LX-2046A9CB4520,否,否,
sku,string,是,,SKUXG,,产品SKU,detail_list[].sku,LX-2046A9CB4520,否,否,SKU
type,int,是,,1,1 追加，2 覆盖,操作类型：1 追加，2 覆盖,type,LX-2046A9CB4520,否,否,
apportion_rule,int,是,,1,,分摊规则： 0 无 1 按销售额 2 按销量 3 店铺均摊后按销售额占比分摊 4 店铺均摊后按销量占比分摊,apportion_rule,LX-20735537E141,否,否,店铺
currency_code,string,是,,CNY,,币种代码,currency_code,LX-20735537E141,否,否,
date,string,是,,2023-02,,分摊日期，格式：Y-m-d 或 Y-m,date,LX-20735537E141,否,是,
dimension,int,是,,2,,分摊维度： 1 msku 2 asin 3 店铺 4 父asin 5 sku 6 企业,dimension,LX-20735537E141,否,否,"店铺, MSKU, ASIN, SKU"
fee_items,array,是,,,,费用明细项,fee_items,LX-20735537E141,否,否,
dimension_value,string,是,,B0ABCD001,,纬度值，例如ASIN值,fee_items[].dimension_value,LX-20735537E141,否,否,ASIN
fee,number,是,,-100,,金额,fee_items[].fee,LX-20735537E141,否,否,
fof_id,string,是,,,,费用单子项id，[查询费用明细列表](docs/Finance/feeManagementList) 接口对应字段【fof_id】,fee_items[].fof_id,LX-20735537E141,否,否,
remark,string,否,,备注,,备注,fee_items[].remark,LX-20735537E141,否,否,
sids,array,是,,"[1,2]",,店铺id，全部店铺传[99999999] ，对应[查询亚马逊店铺列表](docs/BasicData/SellerLists)接口对应字段【sid】,fee_items[].sids,LX-20735537E141,否,否,店铺
id,string,是,,302272426688496447,,费用单id，[查询费用明细列表](docs/Finance/feeManagementList) 接口对应字段【records>>id】,id,LX-20735537E141,否,否,
is_request_pool,int,是,,0,,是否请款：0 否，1 是,is_request_pool,LX-20735537E141,否,否,
other_fee_type_id,int,是,,1000014,,费用类型id，[查询费用类型列表](docs/Finance/feeManagementType) 接口对应字段【id】,other_fee_type_id,LX-20735537E141,否,否,
remark,string,否,,备注,,单据备注,remark,LX-20735537E141,否,否,
submit_type,int,是,,2,1 暂存，2 提交,提交类型：1 暂存，2 提交,submit_type,LX-20735537E141,否,否,
bindDetail,array,是,,,,配对信息,bindDetail,LX-2077895D6B9A,否,否,
relationId,string,是,,HOLDER001,,msku，[查询亚马逊Listing](https://apidoc.lingxing.com/#/docs/Sale/Listing) 接口对应字段【seller_sku】,bindDetail[].relationId,LX-2077895D6B9A,否,否,"店铺, MSKU, SKU"
sid,int,是,,17,,店铺id ，对应[查询亚马逊店铺列表](https://apidoc.lingxing.com/#/docs/BasicData/SellerLists)接口对应字段【sid】,bindDetail[].sid,LX-2077895D6B9A,否,否,店铺
globalTagIds,array,是,,,,标签id数组,globalTagIds,LX-2077895D6B9A,否,否,
wpId,string,是,,1688,,三方服务商id,wpId,LX-208BCCE30B24,否,否,
wpmId,string,是,,1222,,配对id,wpmId,LX-208BCCE30B24,否,否,
length,int,否,500,1000,,分页长度，默认500,length,LX-223398DA3539,是,否,
offset,int,否,0,0,,分页偏移量，默认0,offset,LX-223398DA3539,是,否,
orderSn,array,否,,IB240730005,,调整单单号,orderSn,LX-24115FEF3839,否,否,订单号
ads_type,array,否,,"[""SPONSORED PRODUCTS""]",SPONSORED PRODUCTS SPONSORED DISPLAY SPONSORED BRANDS SPONSORED BRANDS VIDEO,广告类型： SPONSORED PRODUCTS SPONSORED DISPLAY SPONSORED BRANDS SPONSORED BRANDS VIDEO,ads_type,LX-2454C40DBB80,否,否,
invoice_end_time,string,是,,2024-07-20,,结束时间【发票开具时间】,invoice_end_time,LX-2454C40DBB80,否,是,
invoice_start_time,string,是,,2024-06-01,,开始时间【发票开具时间】,invoice_start_time,LX-2454C40DBB80,否,是,
length,int,否,20,20,,分页大小，默认20,length,LX-2454C40DBB80,是,否,
mids,array,否,,"[1,2]",,国家id,mids,LX-2454C40DBB80,否,否,
offset,int,否,0,0,,分页偏移量，默认值0,offset,LX-2454C40DBB80,是,否,
search_type,string,否,,invoice_id,ads_campaign【对应页面广告活动】 invoice_id【对应发票编号】 msku asin,搜索类型： ads_campaign【对应页面广告活动】 invoice_id【对应发票编号】 msku asin,search_type,LX-2454C40DBB80,否,否,"MSKU, ASIN, SKU"
search_value,string,否,,TRF6K4FJN-1,,搜索值,search_value,LX-2454C40DBB80,否,否,
sids,array,否,,"[1,2,136,139]",,店铺id ，对应[查询亚马逊店铺列表](docs/BasicData/SellerLists)接口对应字段【sid】,sids,LX-2454C40DBB80,否,否,店铺
order_list,array,是,,"[""103430576541848064"",""103432007211410432""]",,系统单号列表,order_list,LX-25313630C917,否,否,订单号
head_logistics_list,object,是,,,,新版头程物流信息（当logistics_list_type 为1时才有意义）,head_logistics_list,LX-25557AAD1424,否,否,
actual_expenses_list,object,是,,,,费用明细-实际费用,head_logistics_list.actual_expenses_list,LX-25557AAD1424,否,否,
chargeable_weight,string,是,,111.00,,计费重，已废弃，同页面功能计费重不支持编辑,head_logistics_list.actual_expenses_list.chargeable_weight,LX-25557AAD1424,否,否,
logistics_fee,string,是,,111.00,,物流费用,head_logistics_list.actual_expenses_list.logistics_fee,LX-25557AAD1424,否,否,
logistics_fee_currency,string,是,,CNY,,物流费用币种,head_logistics_list.actual_expenses_list.logistics_fee_currency,LX-25557AAD1424,否,否,
other_fee_arr,array,是,,,,实际费用-其他费： [获取发货单头程物流-其他费类型](docs/FBA/GetHeadLogisticsFeeTypes)接口获取,head_logistics_list.actual_expenses_list.other_fee_arr,LX-25557AAD1424,否,否,
fee_type_id,string,是,,241192037543649792,,其他费id(20位),head_logistics_list.actual_expenses_list.other_fee_arr[].fee_type_id,LX-25557AAD1424,否,否,
other_amount,string,是,,111.00,,其他费金额,head_logistics_list.actual_expenses_list.other_fee_arr[].other_amount,LX-25557AAD1424,否,否,
other_currency,string,是,,CNY,,其他费币种,head_logistics_list.actual_expenses_list.other_fee_arr[].other_currency,LX-25557AAD1424,否,否,
price,string,是,,111.00,,单价,head_logistics_list.actual_expenses_list.price,LX-25557AAD1424,否,否,
price_currency,string,是,,CNY,,单价币种,head_logistics_list.actual_expenses_list.price_currency,LX-25557AAD1424,否,否,
remark,string,否,,这个一个实际费用的备注,,备注,head_logistics_list.actual_expenses_list.remark,LX-25557AAD1424,否,否,
tax_fee,string,是,,1,,税费,head_logistics_list.actual_expenses_list.tax_fee,LX-25557AAD1424,否,否,
tax_fee_currency,string,是,,CNY,,税费币种,head_logistics_list.actual_expenses_list.tax_fee_currency,LX-25557AAD1424,否,否,
estimate_expenses_list,object,是,,,,费用明细-预估费用,head_logistics_list.estimate_expenses_list,LX-25557AAD1424,否,否,
chargeable_weight,string,否,,111.00,,计费重(单位KG)，已废弃，同页面功能计费重不支持编辑,head_logistics_list.estimate_expenses_list.chargeable_weight,LX-25557AAD1424,否,否,
logistics_fee,string,是,,1.00,,物流费用,head_logistics_list.estimate_expenses_list.logistics_fee,LX-25557AAD1424,否,否,
logistics_fee_currency,string,是,,CNY,,物流费用币种,head_logistics_list.estimate_expenses_list.logistics_fee_currency,LX-25557AAD1424,否,否,
other_fee_arr,array,是,,,,预估费用-其他费： [获取发货单头程物流-其他费类型](docs/FBA/GetHeadLogisticsFeeTypes)接口获取,head_logistics_list.estimate_expenses_list.other_fee_arr,LX-25557AAD1424,否,否,
fee_type_id,string,是,,241192037543649792,,其他费id（20位）,head_logistics_list.estimate_expenses_list.other_fee_arr[].fee_type_id,LX-25557AAD1424,否,否,
other_amount,string,是,,1.00,,其他费金额,head_logistics_list.estimate_expenses_list.other_fee_arr[].other_amount,LX-25557AAD1424,否,否,
other_currency,string,是,,CNY,,其他费币种,head_logistics_list.estimate_expenses_list.other_fee_arr[].other_currency,LX-25557AAD1424,否,否,
price,string,是,,1.00,,单价,head_logistics_list.estimate_expenses_list.price,LX-25557AAD1424,否,否,
price_currency,string,是,,CNY,,单价币种,head_logistics_list.estimate_expenses_list.price_currency,LX-25557AAD1424,否,否,
remark,string,否,,预估费用备注,,备注,head_logistics_list.estimate_expenses_list.remark,LX-25557AAD1424,否,否,
tax_fee_type,int,是,,1,,税费分摊方式： 0：产品-计费重 1：产品-实重 2：产品-体积重 3：产品-数量 4：自定义 5：箱子-体积),head_logistics_list.tax_fee_type,LX-25557AAD1424,否,否,
tracking_list,list,是,,,,轨迹信息,head_logistics_list.tracking_list,LX-25557AAD1424,否,否,
order_type_code,int,是,,2,【注意：与运输类型联动关系】 1：订舱号 2：提单号 3：箱号 4：其他 5：跟踪单号 6：航班号 当transport_type=1时只能传5 当transport_type=2时只能传1、2、3、4 当transport_type=3时只能传2、6,单号类型：【注意：与运输类型联动关系】 1：订舱号 2：提单号 3：箱号 4：其他 5：跟踪单号 6：航班号 当transport_type=1时只能传5 当transport_type=2时只能传1、2、3、4 当transport_type=3时只能传2、6,head_logistics_list.tracking_list.order_type_code,LX-25557AAD1424,否,否,订单号
remark,string,是,,这是一个备注,,备注,head_logistics_list.tracking_list.remark,LX-25557AAD1424,否,否,
shippers,string,是,,coscoxxx,,承运商【运输类型为海运时才有意义】,head_logistics_list.tracking_list.shippers,LX-25557AAD1424,否,否,
tracking_no,string,是,,cxdhxxxxxx123,,查询单号,head_logistics_list.tracking_list.tracking_no,LX-25557AAD1424,否,否,
transport_type,int,是,,1,1：快递 2：海运 3：空运 4：其他,运输类型： 1：快递 2：海运 3：空运 4：其他,head_logistics_list.tracking_list.transport_type,LX-25557AAD1424,否,否,
logistics_list,array,是,,,,物流信息,logistics_list,LX-25557AAD1424,否,否,
logistics_money,string,是,,100,,预估物流费用,logistics_list[].logistics_money,LX-25557AAD1424,否,否,
logistics_money_unit,string,是,,USD,,预估物流费用币种,logistics_list[].logistics_money_unit,LX-25557AAD1424,否,否,
logistics_order_no,string,是,,1233385552,,物流单号,logistics_list[].logistics_order_no,LX-25557AAD1424,否,否,订单号
other_money,string,是,,200,,预估其他费用,logistics_list[].other_money,LX-25557AAD1424,否,否,
other_money_remark,string,是,,this is remark,,预估费用备注,logistics_list[].other_money_remark,LX-25557AAD1424,否,否,
other_money_unit,string,是,,USD,,预估其他费用币种,logistics_list[].other_money_unit,LX-25557AAD1424,否,否,
real_logistics_money,number,是,,100,,实际物流费用,logistics_list[].real_logistics_money,LX-25557AAD1424,否,否,
real_logistics_money_unit,string,是,,USD,,实际物流费用币种,logistics_list[].real_logistics_money_unit,LX-25557AAD1424,否,否,
real_other_money,number,是,,100,,实际其他费用,logistics_list[].real_other_money,LX-25557AAD1424,否,否,
real_other_money_remark,string,是,,remark,,实际其他费用备注,logistics_list[].real_other_money_remark,LX-25557AAD1424,否,否,
real_other_money_unit,string,是,,USD,,实际其他费用币种,logistics_list[].real_other_money_unit,LX-25557AAD1424,否,否,
track_order_no,string,是,,526654523,,追踪号,logistics_list[].track_order_no,LX-25557AAD1424,否,否,订单号
logistics_list_type,int,是,,0,,物流信息版本： 0：旧版，即将下线 1：新版,logistics_list_type,LX-25557AAD1424,否,否,
overseas_order_no,string,是,,OWS230700001,,海外仓备货单号,overseas_order_no,LX-25557AAD1424,否,否,订单号
accountType,array,否,,"[""Standard""]",Standard Invoiced Electronic COD PayWithAmazon,账单类型: Standard Invoiced Electronic COD PayWithAmazon,accountType,LX-27FD5B4A5146,否,否,
currencyCode,string,否,】,USD,,货币种类: 原币种【默认】 CNY USD EUR JPY AUD CAD MXN GBP INR AED SGD SAR BRL SEK PLN TRY HKD,currencyCode,LX-27FD5B4A5146,否,否,
endDate,string,是,,2024-09-03,,结束时间,endDate,LX-27FD5B4A5146,否,是,
eventSource,array,否,,"[""Service Fee""]",Transfer Adjustment Debt Refund FBA Inventory Fee Service Fee Order,费用类型: Transfer Adjustment Debt Refund FBA Inventory Fee Service Fee Order,eventSource,LX-27FD5B4A5146,否,否,订单号
fulfillment,array,否,,"[""FBA""]",FBA FBA FBM FBM,订单类型: FBA FBA FBM FBM,fulfillment,LX-27FD5B4A5146,否,否,订单号
fundTransferStatus,array,否,,"[""Succeeded""]",,转账状态: Succeeded 已转账 Processing 转帐中 Failed 失败 Unknown 未知,fundTransferStatus,LX-27FD5B4A5146,否,否,
gmtModifiedEndDate,string,否,,2024-09-01 14:00:00,,修改结束时间，格式：yyyy-MM-dd HH:mm:ss,gmtModifiedEndDate,LX-27FD5B4A5146,否,是,
gmtModifiedStartDate,string,否,,2024-09-01 12:00:00,,修改开始时间，格式：yyyy-MM-dd HH:mm:ss,gmtModifiedStartDate,LX-27FD5B4A5146,否,是,
length,int,否,20,20,,分页长度，默认20，上限1000,length,LX-27FD5B4A5146,是,否,
mids,array,否,,"[1,2]",,站点id,mids,LX-27FD5B4A5146,否,否,
offset,int,否,0,0,,分页偏移量，默认0,offset,LX-27FD5B4A5146,是,否,
orderStatus,string,否,】,"""Disbursed""",,交易状态 Deferred 已推迟（结束时间必须要今天才能获取已推迟数据） Disbursed 已发放【默认】 DisbursedAndPreSettled 已发放（含预结算） All 全部,orderStatus,LX-27FD5B4A5146,否,是,订单号
principalUids,array,否,,[10616076],,listing负责人,principalUids,LX-27FD5B4A5146,否,否,
productDeveloperUids,array,否,,[1],,开发负责人,productDeveloperUids,LX-27FD5B4A5146,否,否,
searchDateField,string,否,】,posted_date_locale,posted_date_locale 结算时间【默认】 fund_transfer_datetime_locale 转账时间 shipment_datetime_locale 发货时间 order_datetime_locale 下单时间 accounting_time 入账时间,时间筛选类型: posted_date_locale 结算时间【默认】 fund_transfer_datetime_locale 转账时间 shipment_datetime_locale 发货时间 order_datetime_locale 下单时间 accounting_time 入账时间,searchDateField,LX-27FD5B4A5146,否,是,订单号
searchField,string,否,】,order_id,,查询索引字段: order_id 订单号【默认】 seller_sku MSKU asin ASIN parent_asin 父ASIN local_sku SKU local_name 品名gmt_modified 修改时间【不再建议使用】settlement_id Settlement ID description 描述 fid 结算编号,searchField,LX-27FD5B4A5146,否,是,"店铺, MSKU, ASIN, SKU, 订单号"
searchValue,array,否,,"[""xxxx""]",,查询索引字段值,searchValue,LX-27FD5B4A5146,否,否,
settlementStatus,array,否,,"[""Closed""]",,结算状态 Open 待结算 Pending 结算中 Closed 已结算 Reconciled 已对账,settlementStatus,LX-27FD5B4A5146,否,否,
sids,array,否,,"[124,123]",,店铺id ，对应[查询亚马逊店铺列表](docs/BasicData/SellerLists)接口对应字段【sid】,sids,LX-27FD5B4A5146,否,否,店铺
sortField,string,否,,postedDatetimeLocale,,参与排序字段,sortField,LX-27FD5B4A5146,否,否,
sortType,string,否,,desc,,排序方式,sortType,LX-27FD5B4A5146,否,否,
startDate,string,是,,2024-09-01,,开始时间,startDate,LX-27FD5B4A5146,否,是,
end_date,string,否,,2024-07-30,,结束时间，格式：Y-m-d,end_date,LX-29AE97DABE08,否,是,
length,int,是,500,20,,分页长度，默认500,length,LX-29AE97DABE08,是,否,
offset,int,是,0,0,,分页偏移量，默认0,offset,LX-29AE97DABE08,是,否,
process_sn,string,否,,PT240730001,,加工单号，多个用英文逗号分隔,process_sn,LX-29AE97DABE08,否,否,
search_field_time,string,否,,create_time,,时间搜索维度： create_time 创建时间 finish_time 完成时间 update_time 更新时间,search_field_time,LX-29AE97DABE08,否,是,
start_date,string,否,,2024-07-30,,开始时间，格式：Y-m-d,start_date,LX-29AE97DABE08,否,是,
status,int,否,,2,,加工状态： 0 待配货 1 待完成 2 已完成,status,LX-29AE97DABE08,否,否,
type,int,是,,1,1加工单，2拆分单,单据类型：1加工单，2拆分单,type,LX-29AE97DABE08,否,否,
wid,string,否,,53,,仓库id，多个用英文逗号分隔,wid,LX-29AE97DABE08,否,否,仓库
financial_event_group_id,是,[string],,LWCBG07Y55I3,,结算汇总财务事件组ID【[结算汇总->financialEventGroupId](docs/Finance/settlementSummaryList)】,financial_event_group_id,LX-2AD144D844C7,否,否,
seller_id,是,[string],,xxxxxxxxxxxxxxxx,,"亚马逊店铺id ,对应[查询亚马逊店铺列表](docs/BasicData/SellerLists)接口对应字段【seller_id】",seller_id,LX-2AD144D844C7,否,否,店铺
global_order_no,array,是,,"[""103256450214985728"",""103256450209420800"",""1003"",""1004""]",,系统单号数组，最大1000单,global_order_no,LX-2B737D7329A7,否,否,订单号
cursor_id,boolean,否,,true,,"游标id, 当分页游标为true时，该字段必填",cursor_id,LX-2C3EA8AD49D5,是,否,
end_time,string,否,,2023-06-24 22:09:43,,操作结束时间，开区间,end_time,LX-2C3EA8AD49D5,否,是,
length,int,否,,20,,分页条数,length,LX-2C3EA8AD49D5,是,否,
msku,array,否,,"[""test0001"",""xzc002"",""custom001""]",,MSKU,msku,LX-2C3EA8AD49D5,否,否,"MSKU, SKU"
offset,int,否,,0,,分页偏移量,offset,LX-2C3EA8AD49D5,是,否,
platform_codes,array,否,,"[""10003"",""10010""]",,平台码,platform_codes,LX-2C3EA8AD49D5,否,否,平台
sku,array,否,,"[""Book-A4-60""]",,本地SKU,sku,LX-2C3EA8AD49D5,否,否,SKU
start_time,string,否,,2021-04-24 22:09:43,,操作开始时间，闭区间,start_time,LX-2C3EA8AD49D5,否,是,
store_ids,array,否,,"[""11084135313207808""]",,店铺id,store_ids,LX-2C3EA8AD49D5,否,否,店铺
use_cursor,boolean,否,为fasle,true,,分页游标，默认为fasle，如配对数据多时，强烈建议您使用分页游标的方式分页，可加快接口响应速度,use_cursor,LX-2C3EA8AD49D5,是,否,
end_date,string,是,,2024-08-05,,结束时间【时间间隔不超过1年】，格式：Y-m-d,end_date,LX-2C7CF1CE8AAE,否,是,
length,int,否,20,20,,分页长度，默认20,length,LX-2C7CF1CE8AAE,是,否,
offset,int,否,0,0,,分页偏移量，默认0,offset,LX-2C7CF1CE8AAE,是,否,
sid,array,否,,"[1,136,139]",,店铺id ，对应[查询亚马逊店铺列表](docs/BasicData/SellerLists)接口对应字段【sid】,sid,LX-2C7CF1CE8AAE,否,否,店铺
start_date,string,是,,2020-01-01,,开始时间【时间间隔不超过1年】，格式：Y-m-d,start_date,LX-2C7CF1CE8AAE,否,是,
asin,string,是,,B085NQDDXS,,asin,asin,LX-2D4837A1809E,否,否,ASIN
end_date,string,是,,2024-08-05 00:00:00,,结束时间【时间间隔不超过1年】,end_date,LX-2D4837A1809E,否,是,
mid,int,是,,1,,国家id,mid,LX-2D4837A1809E,否,否,
start_date,string,是,,2024-01-01 00:00:00,,开始时间【时间间隔不超过1年】,start_date,LX-2D4837A1809E,否,是,
check_uid,int,是,,10609364,,盘点人id,check_uid,LX-2D7501EFFF14,否,否,
is_display_check,int,是,】,1,,是否明盘：0 否，1 是【默认值】,is_display_check,LX-2D7501EFFF14,否,否,
product_list,array,是,,,,盘点明细,product_list,LX-2D7501EFFF14,否,否,
actual_inventory,int,是,,0,,实盘库存,product_list[].actual_inventory,LX-2D7501EFFF14,否,否,
fnsku,string,否,空,xxx,,FNSKU，不传则默认空,product_list[].fnsku,LX-2D7501EFFF14,否,否,SKU
product_id,int,是,,18418,,本地产品id,product_list[].product_id,LX-2D7501EFFF14,否,否,
remark,string,否,,gogogo,,盘点明细备注,product_list[].remark,LX-2D7501EFFF14,否,否,
seller_id,string,否,0,0,,"店铺id，传空或者不传则默认0 ,对应[查询亚马逊店铺列表](docs/BasicData/SellerLists)接口对应字段【seller_id】",product_list[].seller_id,LX-2D7501EFFF14,否,否,店铺
whb_code,string,否,可用暂存,ts_valid,,仓位，传空或者不传则默认可用暂存,product_list[].whb_code,LX-2D7501EFFF14,否,否,
remark,string,否,,gogogo,,单据备注,remark,LX-2D7501EFFF14,否,否,
wid,int,是,,42,,"盘点仓库id,对应领星系统的仓库id",wid,LX-2D7501EFFF14,否,否,仓库
end_date,string,否,,2021-12-20,,结束日期【活动时间】，站点时间，闭区间，格式：Y-m-d，时间间隔最长不超过90天,end_date,LX-2EDE9B89E52C,否,是,
length,int,否,20,20,,分页长度，默认20，上限200,length,LX-2EDE9B89E52C,是,否,
offset,int,否,0,0,,分页偏移量，默认0,offset,LX-2EDE9B89E52C,是,否,
sids,array,否,,"[102,144]",,店铺id，对应[查询亚马逊店铺列表](docs/BasicData/SellerLists)接口对应字段【sid】,sids,LX-2EDE9B89E52C,否,否,店铺
start_date,string,否,,2021-11-23,,开始日期【活动时间】，站点时间，闭区间，格式：Y-m-d，时间间隔最长不超过90天,start_date,LX-2EDE9B89E52C,否,是,
ps_id,int,是,,1,,SPU唯一id【ps_id 与 spu二选一必填,ps_id,LX-30AF347E45FE,否,否,
spu,string,是,,spu,,SPU,spu,LX-30AF347E45FE,否,否,
advertiserIds,array,是,,"[""123456789012345""]",,广告账号ID列表，必填，BigInteger数组，必须至少选择一个店铺,advertiserIds,LX-31720B315BD9,否,否,"店铺, 广告账号"
campaignIds,array,否,,"[123456789,987654321]",,广告活动ID列表，Long数组，按广告活动ID筛选广告组,campaignIds,LX-31720B315BD9,否,否,
campaignType,array,是,,"[""sponsoredProducts-manual"",""sponsoredProducts-auto""]","sponsoredProducts-manual-SP手动, sponsoredProducts-auto-SP自动, sba-SB品牌广告, video-SV视频广告","广告活动类型列表，必填，String数组，枚举值：sponsoredProducts-manual-SP手动, sponsoredProducts-auto-SP自动, sba-SB品牌广告, video-SV视频广告。注意：1.查询sp广告报告必须且只能携带sponsoredProducts-manual和sponsoredProducts-auto；2.查询sb广告报告必须且只能携带sba；3.查询sv广告报告必须且只能携带video",campaignType,LX-31720B315BD9,否,否,
day,int,是,,14,"3, 14, 30","归因天数，必填，数据归因天数，枚举值：3, 14, 30",day,LX-31720B315BD9,否,否,
endDate,string,是,,2024-11-12,,结束日期，必填，格式：yyyy-MM-dd，且 startDate 和 endDate 间隔不能超过31天,endDate,LX-31720B315BD9,否,是,
operationSourceType,string,是,,gateway,,操作来源，必填，openapi调用必传gateway，前端传web,operationSourceType,LX-31720B315BD9,否,否,
orderField,string,否,按广告花费倒序,adSpend,,排序字段，支持对查询结果中的任意字段进行排序（驼峰命名）。包括但不限于：基础指标(numAdsShown/numAdsClicks/adSpend)、销售指标(attributedSales/attributedOrders/attributedUnits/advertisedSkuSales/advertisedSkuUnits)、关联指标(otherSkuSales/otherSkuUnits)、品牌新买家指标(ntbOrders/ntbRevenue/ntbUnits)、计算指标(cpc/ctr/cvr/acos/roas/aov/cpa)、时间字段(startDate/endDate/entityCreateAt)等所有返回的报表字段。不传时默认按广告花费倒序,orderField,LX-31720B315BD9,否,是,"SKU, 订单号"
orderType,string,否,ASC,DESC,"ASC-升序, DESC-降序","排序类型，枚举值：ASC-升序, DESC-降序。不传时默认ASC",orderType,LX-31720B315BD9,否,否,订单号
pageNum,int,是,,1,,页码，必填，分页时的页码，从1开始,pageNum,LX-31720B315BD9,是,否,
pageSize,int,是,,20,,每页大小，必填，分页时每页显示的记录数，openapi必传且小于2000,pageSize,LX-31720B315BD9,是,否,
paging,boolean,是,,1,,是否分页，必填，openapi必填true,paging,LX-31720B315BD9,是,否,
searchText,string,否,,测试广告组,,搜索文本，模糊搜索广告组名称（ad_group_name）,searchText,LX-31720B315BD9,否,否,
startDate,string,是,,2024-11-01,,开始日期，必填，格式：yyyy-MM-dd，且 startDate 和 endDate 间隔不能超过31天,startDate,LX-31720B315BD9,否,是,
status,array,否,,"[""enabled"",""disabled""]","enabled-启用, disabled-禁用, delete-归档","广告组状态列表，String数组，枚举值：enabled-启用, disabled-禁用, delete-归档",status,LX-31720B315BD9,否,否,
file_id,int,是,,1209,,附件id【取对应功能接口返回结果中的附件id值】,file_id,LX-320D9D20B37C,否,否,
itemList,array,是,,"[{""promotionId"":""2577860007635320832"",""storeId"":""32"",""orderPageNum"":1,""orderPageSize"":20,""listingPageNum"":2,""listingPageSize"":1}]",,批量请求详情itemList个数最小为1最大为20,itemList,LX-324AF6B69AEF,否,否,
listingPageNum,number,是,,1,,活动listing分页页数，最小为1,itemList[].listingPageNum,LX-324AF6B69AEF,是,否,
listingPageSize,number,是,,20,,活动listing分页大小，最小为1，最大为200,itemList[].listingPageSize,LX-324AF6B69AEF,是,否,
orderPageNum,number,是,,1,,活动订单分页页数，最小为1,itemList[].orderPageNum,LX-324AF6B69AEF,是,否,订单号
orderPageSize,number,是,,20,,活动订单分页大小，最小为1，最大为200,itemList[].orderPageSize,LX-324AF6B69AEF,是,否,订单号
promotionId,string,是,,2577860007635320832,,活动id,itemList[].promotionId,LX-324AF6B69AEF,否,否,
storeId,string,是,,32,,店铺id,itemList[].storeId,LX-324AF6B69AEF,否,否,店铺
orderComment,string,否,,测试取消,,截单备注,orderComment,LX-330811625C41,否,否,订单号
orderNumbers,array,是,,"[""103576279705989173""]",,系统单号 对应[查询销售出库单列表](docs/Warehouse/WmsOrderList)data>>order_number字段,orderNumbers,LX-330811625C41,否,否,"订单号, 仓库"
tagType,string,是,,3-5,,截单标签，3-5：待人工审核；3-17：其他,tagType,LX-330811625C41,否,否,
order_sn,string,是,,TF230309001,,调拨单单号,order_sn,LX-375342860CAD,否,否,订单号
cargo_goods_list,array,是,,,,货件包含的商品,cargo_goods_list,LX-3A4304922BAA,否,否,
box_num,string,是,,1,,箱子数量,cargo_goods_list[].box_num,LX-3A4304922BAA,否,否,
declare_num,string,是,,1,,货件初始申报量,cargo_goods_list[].declare_num,LX-3A4304922BAA,否,否,
expected_arrival_time,string,是,,2023-09-15 00:00:00,,预估到货时间,cargo_goods_list[].expected_arrival_time,LX-3A4304922BAA,否,是,
gtin,string,是,,09123107025675,,GTIN，[查询添加商品列表](docs/MultiPlatform/V2/addCargoGoodsList)接口对应的字段【gtin】,cargo_goods_list[].gtin,LX-3A4304922BAA,否,否,平台
msku,string,是,,WMUS-DLO-HairRoller-Blue-DLO00030,,MSKU，[查询添加商品列表](docs/MultiPlatform/V2/addCargoGoodsList)接口对应的字段【msku】,cargo_goods_list[].msku,LX-3A4304922BAA,否,否,"平台, MSKU, SKU"
picture_url,string,是,,https://i5.xxx.com/b.jpeg,,图片地址，[查询添加商品列表](docs/MultiPlatform/V2/addCargoGoodsList)接口对应的字段【picture_url】,cargo_goods_list[].picture_url,LX-3A4304922BAA,否,否,平台
product_desc,string,是,,桌子,,商品描述,cargo_goods_list[].product_desc,LX-3A4304922BAA,否,否,
product_id,string,是,,09123107025675,,商品id，[查询添加商品列表](docs/MultiPlatform/V2/addCargoGoodsList)接口对应的字段【item_id】,cargo_goods_list[].product_id,LX-3A4304922BAA,否,否,平台
product_name,string,是,,test1109pm,,商品名字，[查询添加商品列表](docs/MultiPlatform/V2/addCargoGoodsList)接口对应的字段【local_name】,cargo_goods_list[].product_name,LX-3A4304922BAA,否,否,平台
product_type,string,是,,GTIN,GTIN GTIN UPC UPC EAN EAN,商品类型： GTIN GTIN UPC UPC EAN EAN,cargo_goods_list[].product_type,LX-3A4304922BAA,否,否,
single_box_num,string,是,,1,,单箱商品数量,cargo_goods_list[].single_box_num,LX-3A4304922BAA,否,否,
sku,string,是,,SKU_CAR,,SKU，[查询添加商品列表](docs/MultiPlatform/V2/addCargoGoodsList)接口对应的字段【local_sku】,cargo_goods_list[].sku,LX-3A4304922BAA,否,否,"平台, SKU"
value_added_service,string,是,,0,1 需要 0 不需要,增值服务类型： 1 需要 0 不需要,cargo_goods_list[].value_added_service,LX-3A4304922BAA,否,否,
cargo_remark,string,否,,xxx,,货件备注,cargo_remark,LX-3A4304922BAA,否,否,
