interface_id,level_1_module,level_2_module,level_3_module,interface_name,document_title,document_path,http_method,api_path,purpose,token_bucket_capacity,directory_chain,system_modules,remarks,is_read,is_write,has_side_effect,priority,phase_one,pagination_method,max_page_size_or_length,returns_total,supports_incremental_sync,incremental_time_fields,max_query_range,recommended_sync_strategy,filter_action,filter_reason
LX-330811625C41,仓库,发货,,销售出库单截单,销售出库单截单,/docs/Warehouse/cancelWmsOrder.md,POST,/basicOpen/wmsOrder/cancel,注： 海外仓截单任务为异步执行。接口提交成功后，系统会将截单请求推送至海外仓处理。 可以通过调用[查询订单管理订单列表](docs/MultiPlatform/V2/MultiPlatOrderV2)接口，并查看返回数据中的 data>>list>>status 字段，以获取截单任务的最终执行状态和结果。,1,仓库 / 发货 / 销售出库单截单,"仓库, 销售",,否,否,否,P3,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-A791179C9A78,仓库,库存&流水,,查询AWD库存列表,查询AWD库存列表,/docs/Warehouse/AwdWarehouseDetail.md,POST,/basicOpen/openapi/storage/awdWarehouseDetail,查询AWD库存列表,1,仓库 / 库存&流水 / 查询AWD库存列表,仓库,,是,否,否,P0,是,其他,,是,否,,,按店铺循环 + 分页,保留,公共 ERP 业务接口，非平台专属
LX-47310BFA3E0D,仓库,库存&流水,,查询仓位库存明细,查询仓位库存明细,/docs/Warehouse/inventoryBinDetails.md,POST,/erp/sc/routing/data/local_inventory/inventoryBinDetails,查询仓位库存明细,1,仓库 / 库存&流水 / 查询仓位库存明细,仓库,,是,否,否,P0,是,offset/length,500,是,否,,,全量后分页,保留,公共 ERP 业务接口，非平台专属
LX-8DE4E360B561,仓库,库存&流水,,查询仓位流水,查询仓位流水,/docs/Warehouse/wareHouseBinStatement.md,POST,/erp/sc/routing/data/local_inventory/wareHouseBinStatement,查询仓位流水,1,仓库 / 库存&流水 / 查询仓位流水,仓库,,是,否,否,P0,是,offset/length,,是,是,"start_date, end_date",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-41B3AF612B29,仓库,库存&流水,,查询仓库库存明细,查询仓库库存明细,/docs/Warehouse/InventoryDetails.md,POST,/erp/sc/routing/data/local_inventory/inventoryDetails,支持查询本地仓/海外仓库存明细，对应系统【仓库】>【库存明细】数据,1,仓库 / 库存&流水 / 查询仓库库存明细,仓库,,是,否,否,P0,是,offset/length,800,是,否,,,全量后分页,保留,公共 ERP 业务接口，非平台专属
LX-F0CE5B7F589B,仓库,库存&流水,,查询库存流水（新）,查询库存流水（新）,/docs/Warehouse/WarehouseStatementNew.md,POST,/erp/sc/routing/inventoryLog/WareHouseInventory/wareHouseCenterStatement,查询库存流水（新）,1,仓库 / 库存&流水 / 查询库存流水（新）,仓库,,是,否,否,P0,是,offset/length,,否,是,"start_date, end_date",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-6F8ABDE7B566,仓库,库存&流水,,查询库存流水（旧）,查询库存流水（旧）,/docs/Warehouse/WarehouseStatement.md,POST,/erp/sc/routing/data/local_inventory/wareHouseStatement,支持查询本地仓库库存流水，对应系统【仓库】>【库存流水】数据,1,仓库 / 库存&流水 / 查询库存流水（旧）,仓库,,是,否,否,P3,否,offset/length,,是,是,"start_date, end_date",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-1181D4F827FB,仓库,库存&流水,,查询批次明细,查询批次明细,/docs/Warehouse/GetBatchDetailList.md,POST,/erp/sc/routing/data/local_inventory/getBatchDetailList,查询批次明细,1,仓库 / 库存&流水 / 查询批次明细,仓库,,是,否,否,P0,是,offset/length,400,是,否,,,全量后分页,保留,公共 ERP 业务接口，非平台专属
LX-BCB9BCE2437F,仓库,库存&流水,,查询批次流水,查询批次流水,/docs/Warehouse/GetBatchStatementList.md,POST,/erp/sc/routing/data/local_inventory/getBatchStatementList,查询批次流水,1,仓库 / 库存&流水 / 查询批次流水,仓库,,是,否,否,P0,是,offset/length,400,是,是,"time_filter_field, start_date, end_date",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-AA0068524F96,仓库,收货质检,,创建待收货的收货单,创建待收货的收货单,/docs/Warehouse/createReceiptOrder.md,POST,/erp/sc/routing/deliveryReceipt/PurchaseReceiptOrder/createReceiptOrder,支持创建【仓库】>【收货管理】中的收货单，状态为“待收货”,1,仓库 / 收货质检 / 创建待收货的收货单,"仓库, 销售",,否,是,是,P2,否,无,,否,是,list[].expect_arrival_time,,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-BE1057CB168C,仓库,收货质检,,待收货退货单快捷入库,待收货退货单快捷入库,/docs/Warehouse/returnOrderFastStorageIn.md,POST,/basicOpen/return/order/fastStorageIn,待收货退货单快捷入库,1,仓库 / 收货质检 / 待收货退货单快捷入库,"售后, 仓库, 销售",,否,否,否,P1,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-186837F0F7C4,仓库,收货质检,,收货单-编辑备注,收货单-编辑备注,/docs/Warehouse/receiptOrderUpdateOrderInfo.md,POST,/basicOpen/inboundOrder/receiptOrder/updateOrderInfo,支持编辑指定收货单的备注信息。,1,仓库 / 收货质检 / 收货单-编辑备注,"仓库, 销售",,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-E8B767C41774,仓库,收货质检,,收货单到货,收货单到货,/docs/Warehouse/Receive.md,POST,/erp/sc/routing/deliveryReceipt/PurchaseReceiptOrder/receive,收货单到货,1,仓库 / 收货质检 / 收货单到货,仓库,,否,否,否,P3,否,无,,是,是,"expect_arrival_time, custom_receive_time",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-FE893F657641,仓库,收货质检,,收货单快捷入库,收货单快捷入库,/docs/Warehouse/FastReceive.md,POST,/erp/sc/routing/deliveryReceipt/PurchaseReceiptOrder/fastReceive,收货单快捷入库,1,仓库 / 收货质检 / 收货单快捷入库,仓库,,否,否,否,P3,否,无,,是,是,"expect_arrival_time, custom_receive_time",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-4B9473A2D2E1,仓库,收货质检,,查询收货单列表,查询收货单列表,/docs/Warehouse/PurchaseReceiptOrderList.md,POST,/erp/sc/routing/deliveryReceipt/PurchaseReceiptOrder/getOrderList,查询收货单列表,1,仓库 / 收货质检 / 查询收货单列表,"仓库, 采购, 销售",,是,否,否,P0,是,offset/length,500,是,是,"date_type, start_date, end_date",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-ECAEE8038F87,仓库,收货质检,,查询质检单列表,查询质检单列表,/docs/Warehouse/ReceiptOrderQcList.md,POST,/erp/sc/routing/deliveryReceipt/ReceiptOrderQc/getOrderList,查询质检单列表,1,仓库 / 收货质检 / 查询质检单列表,"仓库, 销售",,是,否,否,P0,是,offset/length,500,是,是,"date_type, start_date, end_date",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-5D311ED3B89E,仓库,收货质检,,查询质检单详情,查询质检单详情,/docs/Warehouse/qualityInspectionOrderDetail.md,POST,/basicOpen/qualityInspectionOrder/detail,查询质检单详情,1,仓库 / 收货质检 / 查询质检单详情,"仓库, 销售",,是,否,否,P0,是,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-1C62776E886A,仓库,收货质检,,查询销售退货单列表,查询销售退货单列表,/docs/Warehouse/ReturnList.md,POST,/pb/mp/returns/v2/list,查询销售退货单列表,10,仓库 / 收货质检 / 查询销售退货单列表,"售后, 仓库, 销售",,是,否,否,P0,是,offset/length,,是,是,"time_type, start_time, end_time",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-E6696C712FDB,仓库,收货质检,,订单退款,订单退款,/docs/Sale/RefundOrder.md,POST,/basicOpen/openapi/salesOrder/refundOrder,订单退款,1,仓库 / 收货质检 / 订单退款,"售后, 仓库, 销售",,否,否,否,P1,否,无,,否,是,purchaseDateLocal,,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-D8BC30F67A4B,仓库,海外仓,,上传备货单装箱信息,上传备货单装箱信息,/docs/Warehouse/packing.md,POST,/erp/sc/routing/owms/inbound/packing,创建“待发货/待收货/已完成”状态备货单时，支持上传备货单装箱信息。,1,仓库 / 海外仓 / 上传备货单装箱信息,仓库,,否,是,是,P2,否,其他,,否,否,,,按店铺循环 + 分页,保留,公共 ERP 业务接口，非平台专属
LX-5567B5700B78,仓库,海外仓,,创建待发货/待收货/已完成的备货单,创建待发货/待收货/已完成的备货单,/docs/Warehouse/CreateInbound.md,POST,/erp/sc/routing/owms/inbound/createInbound,支持创建“待发货/待收货/已完成”状态备货单，请求成功后，对应备货单在列表“待发货/待收货/已完成”状态。,1,仓库 / 海外仓 / 创建待发货/待收货/已完成的备货单,仓库,,否,是,是,P2,否,其他,,是,是,"estimated_time, arrival_time, real_delivery_time",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-9AE1466FB085,仓库,海外仓,,删除备货单,删除备货单,/docs/Warehouse/DeleteOverSeaStockOrder.md,DELETE,/basicOpen/overSeaWarehouse/stockOrder/delete,支持操作删除状态为待审批，待配货，待发货，已驳回的海外仓备货单,1,仓库 / 海外仓 / 删除备货单,"仓库, 销售",,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-87182E99B1B7,仓库,海外仓,,备货单分批收货,备货单分批收货,/docs/Warehouse/inboundBatchesReceipt.md,POST,/erp/sc/routing/owms/inbound/batchesReceipt,备货单分批收货,1,仓库 / 海外仓 / 备货单分批收货,仓库,,否,否,否,P3,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-E8270027E4C1,仓库,海外仓,,备货单分配库存,备货单分配库存,/docs/Warehouse/overseaStockOrderAllocate.md,POST,/basicOpen/overSeaWarehouse/stockOrder/allocate,备货单分配库存,1,仓库 / 海外仓 / 备货单分配库存,"仓库, 销售",,否,否,否,P3,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-3E19FAF15A8D,仓库,海外仓,,备货单结束到货,备货单结束到货,/docs/Warehouse/inboundCompleteReceipt.md,POST,/erp/sc/routing/owms/inbound/completeReceipt,备货单结束到货,1,仓库 / 海外仓 / 备货单结束到货,仓库,,否,否,否,P3,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-01FE108B1B92,仓库,海外仓,,更新备货单,更新备货单,/docs/Warehouse/updateInbound.md,POST,/erp/sc/routing/owms/inbound/updateInbound,更新备货单,1,仓库 / 海外仓 / 更新备货单,仓库,,否,否,否,P3,否,其他,,否,是,"estimated_time, arrival_time, real_delivery_time",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-25557AAD1424,仓库,海外仓,,更新备货单物流信息,更新备货单物流信息,/docs/Warehouse/UpdateLogistics.md,POST,/erp/sc/routing/owms/inbound/updateLogistics,更新备货单物流信息,1,仓库 / 海外仓 / 更新备货单物流信息,仓库,,否,否,否,P3,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-ACB0219BB470,仓库,海外仓,,查询备货单收货记录,查询备货单收货记录,/docs/Warehouse/GetReceiveGoodRecords.md,POST,/erp/sc/routing/owms/inbound/getReceiveGoodRecords,查询备货单收货记录,1,仓库 / 海外仓 / 查询备货单收货记录,仓库,,是,否,否,P0,是,offset/length,,是,是,"start_date, end_date",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-E5E2F516B966,仓库,海外仓,,查询备货单装箱信息,查询备货单装箱信息,/docs/Warehouse/getPackingData.md,GET,/erp/sc/routing/owms/inbound/getPackingData,查询备货单装箱信息,1,仓库 / 海外仓 / 查询备货单装箱信息,仓库,,是,否,否,P0,是,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-EB2B3813F515,仓库,海外仓,,查询备货单详情,查询备货单详情,/docs/Warehouse/OverSeasStockDetail.md,POST,/basicOpen/overSeaWarehouse/stockOrder/detail,查询备货单详情,1,仓库 / 海外仓 / 查询海外仓备货单详情,仓库,,是,否,否,P0,是,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-87EAA59FF5C7,仓库,海外仓,,查询海外仓sku配对列表,查询海外仓sku配对列表,/docs/Warehouse/OverseaWarehouseMatchList.md,POST,/basicOpen/overseaWarehouseSetting/matchList,查询海外仓sku配对列表,1,仓库 / 海外仓 / 查询海外仓sku配对列表,"仓库, 产品",,否,是,是,P2,否,offset/length,200,是,否,,,全量后分页,保留,公共 ERP 业务接口，非平台专属
LX-7773B7A1FDF9,仓库,海外仓,,查询海外仓备货单列表,查询海外仓备货单列表,/docs/Warehouse/listInbound.md,POST,/erp/sc/routing/owms/inbound/listInbound,支持查询海外仓备货单列表，对应系统【仓库】>【海外仓备货单】数据,1,仓库 / 海外仓 / 查询海外仓备货单列表,仓库,,是,否,否,P0,是,其他,50,是,是,"create_time_from, create_time_to, date_type",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-DE77858CC887,仓库,海外仓,,查询移除入库单列表,查询移除入库单列表,/docs/Warehouse/removalInboundList.md,POST,/erp/sc/routing/owms/removalInbound/list,查询移除入库单列表,1,仓库 / 海外仓 / 查询移除入库单列表,仓库,,是,否,否,P0,是,offset/length,1000,是,是,"start_date, end_date",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-814E67414272,仓库,海外仓,,查询系统产品与第三方海外仓产品映射列表,查询系统产品与第三方海外仓产品映射列表,/docs/Warehouse/matchSkuList.md,POST,/erp/sc/routing/owms/inbound/matchSkuList,支持查询本地产品与第三方海外仓产品映射列表,1,仓库 / 海外仓 / 查询系统产品与第三方海外仓产品映射列表,"仓库, 产品",,是,否,否,P0,是,offset/length,,是,否,,,全量后分页,保留,公共 ERP 业务接口，非平台专属
LX-3B84A6C4C9B4,仓库,海外仓,,海外仓备货单发货,海外仓备货单发货,/docs/Warehouse/SendInbound.md,POST,/erp/sc/routing/owms/inbound/sendInbound,支持将系统已有的海外仓备货单状态调整为“待收货”，并扣减发货仓库库存,1,仓库 / 海外仓 / 海外仓备货单发货,仓库,,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-EBADE37CF17C,仓库,海外仓,,获取备货单号,获取备货单号,/docs/Warehouse/listOrderNos.md,POST,/erp/sc/routing/owms/inbound/listOrderNos,获取备货单号,1,仓库 / 海外仓 / 获取备货单号,"仓库, 销售",,是,否,否,P0,是,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-AAFAE3E2B6D6,仓库,海外仓,,获取第三方SKU标签PDF文件,获取第三方SKU标签PDF文件,/docs/Warehouse/productLabel.md,POST,/erp/sc/routing/owms/inbound/productLabel,支持获取谷仓、西邮智仓、易仓的第三方SKU标签PDF文件,1,仓库 / 海外仓 / 获取第三方SKU标签PDF文件,"仓库, 产品",,是,否,否,P0,是,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-BED54283FB2B,仓库,海外仓,,获取第三方箱唛,获取第三方箱唛,/docs/Warehouse/packageLabel.md,POST,/erp/sc/routing/owms/inbound/packageLabel,支持获取谷仓、西邮智仓、易仓的箱唛PDF文件,1,仓库 / 海外仓 / 获取第三方箱唛,仓库,,是,否,否,P0,是,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-051118326D63,仓库,装箱管理,,装箱任务-任务列表,装箱任务-任务列表,/docs/Warehouse/PackingTaskList.md,POST,/basicOpen/packingTask/list,查询装箱任务列表，支持按仓库、装箱员、装箱情况、单据类型等条件筛选,1,仓库 / 装箱管理 / 装箱任务-任务列表,仓库,,是,否,否,P0,是,offset/length,200,是,是,"searchFieldTime, startDate, endDate",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-8C46310BDBDA,仓库,装箱管理,,装箱任务-任务详情,装箱任务-任务详情,/docs/Warehouse/PackingTaskDetail.md,POST,/basicOpen/packingTask/taskDetail,装箱任务-任务详情,1,仓库 / 装箱管理 / 装箱任务-任务详情,仓库,,是,否,否,P0,是,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-5094B5DD4252,仓库,装箱管理,,装箱任务-删除装箱任务,装箱任务-删除装箱任务,/docs/Warehouse/PackingTaskDel.md,POST,/basicOpen/packingTask/delTask,装箱任务-删除装箱任务,1,仓库 / 装箱管理 / 装箱任务-删除装箱任务,仓库,,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-EE7D15BC8C4F,仓库,装箱管理,,装箱任务-单据列表,装箱任务-单据列表,/docs/Warehouse/PackingTaskRelateSnList.md,POST,/basicOpen/packingTask/getRelateSnList,查询可创建装箱任务的列表,1,仓库 / 装箱管理 / 装箱任务-单据列表,仓库,,是,否,否,P0,是,无,,是,是,"startDate, endDate",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-9B0AEF588990,仓库,装箱管理,,装箱任务-批量编辑装箱信息,装箱任务-批量编辑装箱信息,/docs/Warehouse/PackingTaskBatchEdit.md,POST,/basicOpen/packingTask/batchEditPackingBox,装箱任务-批量编辑装箱信息,1,仓库 / 装箱管理 / 装箱任务-批量编辑装箱信息,仓库,,否,是,是,P2,否,其他,,否,否,,,全量后分页,保留,公共 ERP 业务接口，非平台专属
LX-DBA03B840847,仓库,装箱管理,,装箱任务-标记已完成,装箱任务-标记已完成,/docs/Warehouse/PackingTaskFinish.md,POST,/basicOpen/packingTask/finishTask,装箱任务-标记已完成,1,仓库 / 装箱管理 / 装箱任务-标记已完成,仓库,,否,是,是,P2,否,无,,否,是,needUpdate,,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-633648A48963,仓库,装箱管理,,装箱任务-生成装箱任务,装箱任务-生成装箱任务,/docs/Warehouse/PackingTaskAdd.md,POST,/basicOpen/packingTask/addTask,装箱任务-生成装箱任务,1,仓库 / 装箱管理 / 装箱任务-生成装箱任务,仓库,,否,否,否,P3,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-320D9D20B37C,基础数据,,,下载附件,下载附件,/docs/BasicData/AttachmentDownload.md,POST,/erp/sc/routing/common/file/download,支持下载产品附件,1,基础数据 / 下载附件,产品,,是,否,否,P1,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-99132180876E,基础数据,,,修改我的汇率,修改我的汇率,/docs/BasicData/ExchangeRateUpdate.md,POST,/basicOpen/settings/exchangeRate/update,修改我的汇率,1,基础数据 / 修改我的汇率,工作台,,否,是,是,P2,否,无,,是,是,date,,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-A07E627F7B70,基础数据,,,定制化附件下载接口,定制化附件下载接口,/docs/BasicData/CustomAttachmentDownload.md,POST,/erp/sc/routing/customized/file/download,定制化附件下载接口,1,基础数据 / 下载定制化附件,工作台,,是,否,否,P1,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-1BE23A99A7E9,基础数据,,,批量修改店铺名称,批量修改店铺名称,/docs/BasicData/SellerBatchRename.md,POST,/erp/sc/data/seller/batchEditSellerName,批量修改店铺名称,1,基础数据 / 批量修改店铺名称,工作台,,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-04CE920F9507,基础数据,,,查询ERP用户信息列表,查询ERP用户信息列表,/docs/BasicData/AccoutLists.md,GET,/erp/sc/data/account/lists,查询得到企业开启的全部ERP账号数据,1,基础数据 / 查询ERP用户信息列表,工作台,,是,否,否,P1,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-CDEC1BCCBD6A,基础数据,,,获取国家下的州、省编码,获取国家下的州、省编码,/docs/BasicData/StateList.md,POST,/basicOpen/multiplatform/profit/report/stateList,获取国家下的州、省编码,1,基础数据 / 获取国家下的州、省编码,工作台,,是,否,否,P1,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-3A4304922BAA,多平台,,,WFS货件暂存,WFS货件暂存,/docs/MultiPlatform/V2/multiplatformCargoStorage.md,POST,/basicOpen/multiplatform/cargo/storage,WFS货件暂存,1,多平台 / WFS货件暂存,仓库,,否,否,否,P3,否,无,,是,是,cargo_goods_list[].expected_arrival_time,,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-6476F601BDF1,多平台,,,Walmart修改库存,Walmart修改库存,/docs/MultiPlatform/V2/WalmartPublishQueue.md,POST,/basicOpen/multiplatform/walmart/publishQueue,Walmart修改库存,1,多平台 / Walmart修改库存,Walmart,,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,保留,Walmart/WFS 专属或相关接口
LX-A8AF20B777AE,多平台,,,修改平台仓发货单备注,修改平台仓发货单备注,/docs/MultiPlatform/V2/ModifyPlatformRemark.md,POST,/cepf/warehouse/api/openApi/editPlatfromShippingRemark,修改平台仓发货单备注,1,多平台 / 修改平台仓发货单备注,工作台,,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-1D4F82B9EC6C,多平台,,,创建订单,创建订单,/docs/MultiPlatform/V2/CreateOrdersV2.md,POST,/pb/mp/order/v2/create,创建多平台店铺手工单，包含自定义平台订单，对应系统中订单类型为“手工订单”类型,10,多平台 / 创建订单,销售,,否,是,是,P2,否,无,,否,是,"orders[].global_purchase_time, orders[].global_payment_time",,按店铺循环 + 按日期分段增量,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-72F91B3597A5,多平台,,,删除暂存货件,删除暂存货件,/docs/MultiPlatform/V2/DeleteCargoStorage.md,POST,/basicOpen/multiplatform/deleteCargoStorage,删除暂存货件,1,多平台 / 删除暂存货件,仓库,,否,是,是,P2,否,其他,,是,否,,,全量后分页,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-B6C99BAA3905,多平台,,,合并订单,合并订单,/docs/MultiPlatform/V2/MergeOrder.md,POST,/pb/mp/order/v2/mergeOrder,合并订单,10,多平台 / 合并订单,销售,,否,否,否,P3,否,无,,否,否,,,全量 / 人工确认,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-D0A92205A559,多平台,,,审核发货,审核发货,/docs/MultiPlatform/BatchReview.md,POST,/basicOpen/openapi/multiplatform/order/review,订单管理审核发货，对应系统中订单管理“待审核发货”类型的订单进行审核发货,1,多平台 / 审核发货,销售,,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-E4F62AF71863,多平台,,,平台仓发货单分配库存,平台仓发货单分配库存,/docs/MultiPlatform/V2/shippingOrderAllocate.md,POST,/basicOpen/multiplatform/allocate/stock,平台仓发货单分配库存,1,多平台 / 平台仓发货单分配库存,销售,,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-0EF3921B4688,多平台,,,平台仓发货单发货,平台仓发货单发货,/docs/MultiPlatform/V2/shippingOrderDelivery.md,POST,/basicOpen/multiplatform/shippingList/delivery,平台仓发货单发货,1,多平台 / 平台仓发货单发货,销售,,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-1AA8D77AEA04,多平台,,,平台仓发货单拣货,平台仓发货单拣货,/docs/MultiPlatform/V2/shippingOrderPicking.md,POST,/basicOpen/multiplatform/shippingList/picking,平台仓发货单拣货,1,多平台 / 平台仓发货单拣货,销售,,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-B1D5E5BD6509,多平台,,,快速出库,快速出库,/docs/MultiPlatform/V2/FastOutboundV2.md,POST,/pb/mp/order/v2/fastOutbound,"创建一个""快速出库""请求的异步任务，如需获取快速出库结果，请在发送请求额外调用[获取快速出库结果](/docs/MultiPlatform/V2/GetFastOutboundResultV2.md)接口",10,多平台 / 快速出库,仓库,,否,否,否,P3,否,其他,,否,否,,,全量后分页,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-9A6E1D56E418,多平台,,,批量添加、编辑多平台配对关系,批量添加、编辑多平台配对关系,/docs/MultiPlatform/V2/pairMultiPlatformV2.md,POST,/pb/mp/listing/v2/pairMultiPlatform,批量添加、编辑多平台配对关系,10,多平台 / 批量添加/编辑多平台配对关系,工作台,,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-F05BAD345036,多平台,,,拆分订单,拆分订单,/docs/MultiPlatform/V2/SplitOrder.md,POST,/pb/mp/order/v2/splitOrder,拆分订单,10,多平台 / 拆分订单,销售,,否,否,否,P3,否,无,,否,否,,,全量 / 人工确认,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-F9AD2E4B84C4,多平台,,,更新订单客服备注,更新订单客服备注,/docs/MultiPlatform/V2/mpOrderUpdateV2.md,POST,/pb/mp/order/setRemark,支持更新订单内的【客服备注】,10,多平台 / 更新订单客服备注,"售后, 销售",,否,否,否,P1,否,无,,否,否,,,全量 / 人工确认,保留,多平台通用接口，未命中非 Walmart 平台关键词，可用于 Walmart 订单/发货/配对等链路
LX-531E7CE81EF4,多平台,,,查询WFS库存列表,查询WFS库存列表,/docs/MultiPlatform/V2/QueryWFSInventionPage.md,POST,/cepf/warehouse/api/openApi/queryWFSInventionPage,查询WFS库存列表,10,多平台 / 查询WFS库存列表,工作台,,是,否,否,P0,是,offset/length,200,是,否,,,按店铺循环 + 分页,保留,Walmart/WFS 专属或相关接口
LX-C95DBD64F2A9,多平台,,,查询WFS货件列表,查询WFS货件列表,/docs/MultiPlatform/V2/QueryWFSCargoPage.md,POST,/cepf/warehouse/api/openApi/queryWFSCargoPage,查询WFS货件列表,10,多平台 / 查询WFS货件列表,仓库,,是,否,否,P1,否,offset/length,200,是,是,"start_time, end_time, update_time_ge, update_time_le, cargo_update_time_ge, cargo_update_time_le",,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
LX-1074DDF41A1A,多平台,,,查询WFS货件可添加商品列表,查询WFS货件可添加商品列表,/docs/MultiPlatform/V2/addCargoGoodsList.md,POST,/basicOpen/multiplatform/cargo/addCargoGoods/list,支持查询可以在货件内添加所选店铺下可用于WFS配送的商品（需要商品的配送方式为Walmart Fulfilled以及WFS Eligible），数据来源为领星系统下的Walmart在线商品,1,多平台 / 查询WFS货件可添加商品列表,"Walmart, 仓库",,否,是,是,P2,否,offset/length,200,是,否,,,按店铺循环 + 分页,保留,Walmart/WFS 专属或相关接口
LX-6EFCDB06A626,多平台,,,查询Walmart Review列表,查询Walmart Review列表,/docs/MultiPlatform/WalmartCommentList.md,POST,/basicOpen/multiplatform/walmart/queryCommentList,查询Walmart Review列表,1,多平台 / 查询Walmart Review列表,Walmart,,是,否,否,P1,否,pageNum/pageSize,,是,是,"endDate, searchDateField, startDate",,按店铺循环 + 按日期分段增量,保留,Walmart/WFS 专属或相关接口
