interface_key,platform,business_domain,module,api_name,api_path,method,protocol,source_doc_path,normalized_interface_source,request_params_source,response_fields_source,verification_status,contract_status,do_not_use_status,deleted_status,priority,target_system_module,data_role,risk_code,notes
LX-3283AED22A62,Other non-Walmart,Finance,多平台 / 财务 / Temu全托财务,Temu全托-仓储综合服务费,/basicOpen/multiplatformFinance/temuFull/warehouse/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-3283AED22A62,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-A10D91D5AB63,Other non-Walmart,Finance,多平台 / 财务 / Temu全托财务,Temu全托-支出详情,/basicOpen/multiplatformFinance/temuFull/fee/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-A10D91D5AB63,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-A65DD19702C9,Other non-Walmart,Finance,多平台 / 财务 / Temu全托财务,Temu全托-账务明细,/basicOpen/multiplatformFinance/temuFull/finance/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-A65DD19702C9,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-3F89A847A787,Other non-Walmart,Finance,多平台 / 财务 / Temu半托跨境财务,Temu半托-PO明细,/basicOpen/multiplatformFinance/temuHalf/po/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-3F89A847A787,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-E3D81C603726,Other non-Walmart,Finance,多平台 / 财务 / Temu半托跨境财务,Temu半托-其他账务,/basicOpen/multiplatformFinance/temuHalf/other/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-E3D81C603726,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-B837A02FDE37,Other non-Walmart,Finance,多平台 / 财务 / Temu半托跨境财务,Temu半托-支出详情,/basicOpen/multiplatformFinance/temuHalf/fee/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-B837A02FDE37,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-12361C6AC487,Other non-Walmart,Finance,多平台 / 财务 / Temu半托跨境财务,Temu半托-账务明细,/basicOpen/multiplatformFinance/temuHalf/finance/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-12361C6AC487,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-2C2C98986F8E,Other non-Walmart,Finance,多平台 / 财务 / Temu本土财务,Temu本土-账务明细,/basicOpen/multiplatformFinance/temuLocal/bill/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-2C2C98986F8E,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-9FB2983C3CFC,Other non-Walmart,Finance,多平台 / 财务 / TikTok财务,TikTok账单明细,/basicOpen/multiplatformFinance/tiktokBill/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-9FB2983C3CFC,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-F6D9634317AF,Amazon,Finance,VC,VC报表-产品利润率报表,/basicOpen/vc/report/nppm/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-F6D9634317AF,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-5D552F4D7A8D,Multi-platform (Walmart applicability unverified),Finance,多平台 / 财务 / 利润报表,利润报表-列表配置查询,/basicOpen/finance/profitReport/config,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-5D552F4D7A8D,NONE,docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-5D552F4D7A8D (25 rows),doc=文档已收录; tested=未验证; phase1=待评估,PARTIAL_CONTRACT,no,no,P1,财务,candidate_source_read,MISSING_REQUEST_PARAMS,no matching repository legacy Markdown snapshot; path/method present but parameter or field evidence is incomplete
LX-0BB27D85E792,Multi-platform (Walmart applicability unverified),Finance,多平台 / 财务 / 利润报表,利润报表-明细列表查询,/basicOpen/finance/settlement/profitList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-0BB27D85E792,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-0BB27D85E792 (25 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-0BB27D85E792 (60 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,财务,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-4A130F7050E6,Other non-Walmart,Finance,多平台 / 财务 / Lazada财务,回款明细-LazadaPayout,/basicOpen/finance/lazada/payout/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-4A130F7050E6,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-12A2A67A207B,Other non-Walmart,Finance,多平台 / 财务 / Shopee财务,回款明细-ShopeePayout,/basicOpen/finance/shopee/payout/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-12A2A67A207B,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-CEFCD4ABAF61,Lingxing ERP (platform scope unverified),Finance,财务,应收报告-列表查询,/bd/sp/api/open/monthly/receivable/report/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-CEFCD4ABAF61,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-CEFCD4ABAF61 (10 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-CEFCD4ABAF61 (26 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,财务,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-B30E9E6803D0,Lingxing ERP (platform scope unverified),Finance,财务,应收报告-详情-列表,/bd/sp/api/open/monthly/receivable/report/list/detail,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-B30E9E6803D0,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-B30E9E6803D0 (7 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-B30E9E6803D0 (19 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,财务,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-0F0DF3FDD859,Lingxing ERP (platform scope unverified),Finance,财务,应收报告-详情-基础信息,/bd/sp/api/open/monthly/receivable/report/list/detail/info,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-0F0DF3FDD859,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-0F0DF3FDD859 (3 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-0F0DF3FDD859 (19 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,财务,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-5FFDA0EB7172,Amazon,Finance,财务,查询FBA成本计价流水,/cost/center/api/cost/stream,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-5FFDA0EB7172,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-DE9D2EFB4D37,Other non-Walmart,Finance,多平台 / 财务 / SHEIN代运营财务,查询Shein代运营回款明细列表,/basicOpen/multiplatformFinance/shein/full-managed/payout/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-DE9D2EFB4D37,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-C50BE3C80987,Other non-Walmart,Finance,多平台 / 财务 / SHEIN代运营财务,查询Shein代运营收支明细列表,/basicOpen/multiplatformFinance/sheinFullManaged/salesSettlement/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-C50BE3C80987,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-1AEABDB5A416,Other non-Walmart,Finance,多平台 / 财务 / SHEIN代运营财务,查询Shein代运营补扣款明细列表,/basicOpen/multiplatformFinance/shein/full-managed/adjustment-settlement/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-1AEABDB5A416,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-2AD144D844C7,Lingxing ERP (platform scope unverified),Finance,财务,查询settlement下载URL,/bd/sp/api/open/settlement/export/url/get,GET,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-2AD144D844C7,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-2AD144D844C7 (2 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-2AD144D844C7 (3 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,财务,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-DD8358220FF8,Amazon,Finance,财务,查询利润报表-ASIN,/bd/profit/report/open/report/asin/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-DD8358220FF8,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-1508CACCC55B,Amazon,Finance,财务,查询利润报表-MSKU,/bd/profit/report/open/report/msku/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-1508CACCC55B,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-A453FAE8A107,Lingxing ERP (platform scope unverified),Finance,财务,查询利润报表-SKU,/bd/profit/report/open/report/sku/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-A453FAE8A107,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-A453FAE8A107 (12 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-A453FAE8A107 (204 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,产品; 财务,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-836E011F05F7,Amazon,Finance,财务,查询利润报表-父ASIN,/bd/profit/report/open/report/parent/asin/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-836E011F05F7,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-067CAC8E94C1,Amazon,Finance,统计,查询利润统计-ASIN,/bd/profit/statistics/open/asin/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-067CAC8E94C1,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-3D58C3293860,Lingxing ERP (platform scope unverified),Finance,统计,查询利润统计-MSKU,/bd/profit/statistics/open/msku/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-3D58C3293860,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-3D58C3293860 (9 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-3D58C3293860 (199 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,产品; 财务; 运营,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-D391B0E9A207,Amazon,Finance,统计,查询利润统计-父ASIN,/bd/profit/statistics/open/parent/asin/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-D391B0E9A207,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-B7DA9DE52C6A,Walmart,Finance,多平台,查询可用报告列表 - Walmart Payment,/cepf/fms/openapi/walmartPayment/queryReport,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-B7DA9DE52C6A,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-B7DA9DE52C6A (2 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-B7DA9DE52C6A (10 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,Walmart,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-66894A74C546,Walmart,Finance,多平台,查询报告详情 - Walmart Payment,/cepf/fms/openapi/walmartPayment/queryPage,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-66894A74C546,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-66894A74C546 (6 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-66894A74C546 (36 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,Walmart,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-FF6962F51900,Lingxing ERP (platform scope unverified),Finance,财务,查询收款单列表,/basicOpen/finance/queryReceiptFundsList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-FF6962F51900,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-FF6962F51900 (9 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-FF6962F51900 (30 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,财务,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-C6759B059E67,Amazon,Finance,基础数据,查询汇率,/erp/sc/routing/finance/currency/currencyMonth,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-C6759B059E67,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-29D1971BB402,Amazon,Finance,财务,查询结算中心 - 交易明细,/bd/sp/api/open/settlement/transaction/detail/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-29D1971BB402,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-0FFECA57D294,Amazon,Finance,财务,查询结算中心 - 结算汇总,/bd/sp/api/open/settlement/summary/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-0FFECA57D294,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-DEF946C2CC04,Multi-platform (Walmart applicability unverified),Finance,多平台 / 财务 / 利润报表（旧）,查询结算利润（利润报表）-msku,/basicOpen/multiplatform/profit/report/msku,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-DEF946C2CC04,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-DEF946C2CC04 (13 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-DEF946C2CC04 (274 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,产品; 财务,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-61200503BD63,Multi-platform (Walmart applicability unverified),Finance,多平台 / 财务 / 利润报表（旧）,查询结算利润（利润报表）-sku,/basicOpen/multiplatform/profit/report/sku,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-61200503BD63,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-61200503BD63 (13 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-61200503BD63 (260 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,产品; 财务,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-62F91F9CB35B,Lingxing ERP (platform scope unverified),Finance,财务,查询请款池 - 货款月结,/basicOpen/finance/requestFundsPool/inbound/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-62F91F9CB35B,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-62F91F9CB35B (8 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-62F91F9CB35B (32 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,财务,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-92FE8988B86C,Lingxing ERP (platform scope unverified),Finance,财务,查询请款池 - 货款现结,/basicOpen/finance/requestFundsPool/purchase/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-92FE8988B86C,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-92FE8988B86C (8 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-92FE8988B86C (45 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,财务; 采购,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-9C950113F6EA,Lingxing ERP (platform scope unverified),Finance,财务,查询请款池 - 货款预付款,/basicOpen/finance/requestFundsPool/prepay/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-9C950113F6EA,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-9C950113F6EA (8 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-9C950113F6EA (26 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,财务,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-D0E648500CCA,Lingxing ERP (platform scope unverified),Finance,财务,查询请款池-其他应付款,/basicOpen/finance/requestFundsPool/customFee/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-D0E648500CCA,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-D0E648500CCA (8 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-D0E648500CCA (41 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,财务,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-0A3BA5A66954,Lingxing ERP (platform scope unverified),Finance,财务,查询请款池-其他费用,/basicOpen/finance/requestFundsPool/otherFee/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-0A3BA5A66954,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-0A3BA5A66954 (10 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-0A3BA5A66954 (48 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,财务,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-A095838ED68E,Lingxing ERP (platform scope unverified),Finance,财务,查询请款池-物流请款,/basicOpen/finance/requestFundsPool/logistics/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-A095838ED68E,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-A095838ED68E (7 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-A095838ED68E (53 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,财务,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-A623F7D01F1B,Lingxing ERP (platform scope unverified),Finance,财务,查询费用明细列表,/bd/fee/management/open/feeManagement/otherFee/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-A623F7D01F1B,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-A623F7D01F1B (13 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-A623F7D01F1B (41 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,财务,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-022E3FB1A8C6,Lingxing ERP (platform scope unverified),Finance,财务,查询费用类型列表,/bd/fee/management/open/feeManagement/otherFee/type,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-022E3FB1A8C6,NONE,docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-022E3FB1A8C6 (7 rows),doc=文档已收录; tested=未验证; phase1=待评估,PARTIAL_CONTRACT,no,no,P1,财务,candidate_source_read,MISSING_REQUEST_PARAMS,no matching repository legacy Markdown snapshot; path/method present but parameter or field evidence is incomplete
LX-D797CA8C373A,Lingxing ERP (platform scope unverified),Finance,财务,立即重算-利润报表数据,/bd/profit/report/open/report/settle/compute/manual,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-D797CA8C373A,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-D797CA8C373A (1 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-D797CA8C373A (7 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P1,财务,reference_only,DO_NOT_USE,"no matching repository legacy Markdown snapshot; side_effect_endpoint: endpoint carries write, mutation, task-generation, recalculation, refund, split, merge, or weighing semantics; not eligible for read-only sync PRP; must not be used for automated real calls; requires separate owner approval if ever needed, with dedicated permission, audit, idempotency, misoperation prevention, and production authorization; excluded from implementation without a separate Owner re-evaluation"
LX-81629DDA1B88,Other non-Walmart,Finance,多平台 / 财务 / 美客多财务,美客多账单明细,/basicOpen/multiplatformFinance/mercado/bill/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-81629DDA1B88,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-CDEC1BCCBD6A,Multi-platform (Walmart applicability unverified),Finance,基础数据,获取国家下的州、省编码,/basicOpen/multiplatform/profit/report/stateList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-CDEC1BCCBD6A,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-CDEC1BCCBD6A (1 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-CDEC1BCCBD6A (11 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,工作台,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-61CA08C2A0B0,Other non-Walmart,Finance,多平台 / 财务 / Lazada财务,账单明细-LazadaSettlement,/basicOpen/finance/lazada/settlement/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-61CA08C2A0B0,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-9BC7C0FC1FF2,Other non-Walmart,Finance,多平台 / 财务 / Shopee财务,账单明细-ShopeeAdjustment,/basicOpen/finance/shopee/adjustment/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-9BC7C0FC1FF2,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-7A37661DCA50,Other non-Walmart,Finance,多平台 / 财务 / Shopee财务,账单明细-ShopeeIncome,/basicOpen/finance/shopee/income/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-7A37661DCA50,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
