interface_id,verification_status,level_1_module,level_2_module,level_3_module,interface_name,http_method,api_path,purpose,token_bucket_capacity,is_read,is_write,has_side_effect,pagination_method,max_page_size_or_length,returns_total,supports_incremental_sync,incremental_time_fields,max_query_range,recommended_sync_strategy,request_param_count,request_fields,response_field_count,response_top_fields,directory_chain,system_modules,document_path,remarks,source_package,source_file,page_interface_included
LX-186837F0F7C4,OFFICIAL_VERIFIED,仓库,收货质检,,收货单-编辑备注,POST,/basicOpen/inboundOrder/receiptOrder/updateOrderInfo,支持编辑指定收货单的备注信息。,1,否,是,是,无,,否,否,,,全量 / 人工确认,2,"orderSn, remark",6,"code, data, error_details, message, request_id, response_time",仓库 / 收货质检 / 收货单-编辑备注,"仓库, 销售",/docs/Warehouse/receiptOrderUpdateOrderInfo.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-E8B767C41774,OFFICIAL_VERIFIED,仓库,收货质检,,收货单到货,POST,/erp/sc/routing/deliveryReceipt/PurchaseReceiptOrder/receive,收货单到货,1,否,否,否,无,,是,是,"expect_arrival_time, custom_receive_time",,按日期分段增量,12,"custom_receive_time, expect_arrival_time, item_list, id, product_receive_num, remark, logistics_company, logistics_order_no, order_sn, other_fee, shipping_cost",7,"code, data, error_details, message, request_id, response_time, total",仓库 / 收货质检 / 收货单到货,仓库,/docs/Warehouse/Receive.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-FE893F657641,OFFICIAL_VERIFIED,仓库,收货质检,,收货单快捷入库,POST,/erp/sc/routing/deliveryReceipt/PurchaseReceiptOrder/fastReceive,收货单快捷入库,1,否,否,否,无,,是,是,"expect_arrival_time, custom_receive_time",,按日期分段增量,13,"custom_receive_time, expect_arrival_time, item_list, id, product_bad_num, product_good_num, remark, logistics_company, logistics_order_no, order_sn, other_fee, shipping_cost",7,"code, data, error_details, message, request_id, response_time, total",仓库 / 收货质检 / 收货单快捷入库,仓库,/docs/Warehouse/FastReceive.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-4B9473A2D2E1,OFFICIAL_VERIFIED,仓库,收货质检,,查询收货单列表,POST,/erp/sc/routing/deliveryReceipt/PurchaseReceiptOrder/getOrderList,查询收货单列表,1,是,否,否,offset/length,500,是,是,"date_type, start_date, end_date",,按日期分段增量,10,"date_type, end_date, length, offset, order_sns, order_type, qc_status, start_date, status, wid",47,"code, data, error_details, message, request_id, response_time",仓库 / 收货质检 / 查询收货单列表,"仓库, 采购, 销售",/docs/Warehouse/PurchaseReceiptOrderList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-ECAEE8038F87,OFFICIAL_VERIFIED,仓库,收货质检,,查询质检单列表,POST,/erp/sc/routing/deliveryReceipt/ReceiptOrderQc/getOrderList,查询质检单列表,1,是,否,否,offset/length,500,是,是,"date_type, start_date, end_date",,按日期分段增量,8,"date_type, end_date, length, offset, qc_sns, start_date, status, wid",43,"code, data, error_details, message, request_id, response_time",仓库 / 收货质检 / 查询质检单列表,"仓库, 销售",/docs/Warehouse/ReceiptOrderQcList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-5D311ED3B89E,OFFICIAL_VERIFIED,仓库,收货质检,,查询质检单详情,POST,/basicOpen/qualityInspectionOrder/detail,查询质检单详情,1,是,否,否,无,,是,否,,,全量 / 人工确认,1,qc_sn,75,"code, data, error_details, message, request_id, response_time, total",仓库 / 收货质检 / 查询质检单详情,"仓库, 销售",/docs/Warehouse/qualityInspectionOrderDetail.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-1C62776E886A,OFFICIAL_VERIFIED,仓库,收货质检,,查询销售退货单列表,POST,/pb/mp/returns/v2/list,查询销售退货单列表,10,是,否,否,offset/length,,是,是,"time_type, start_time, end_time",,按店铺循环 + 按日期分段增量,10,"end_time, length, offset, platform_code, sales_type, start_time, status, store_id, time_type, wid",50,"code, data, message, request_id, response_time",仓库 / 收货质检 / 查询销售退货单列表,"售后, 仓库, 销售",/docs/Warehouse/ReturnList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-E6696C712FDB,OFFICIAL_VERIFIED,仓库,收货质检,,订单退款,POST,/basicOpen/openapi/salesOrder/refundOrder,订单退款,1,否,否,否,无,,否,是,purchaseDateLocal,,按店铺循环 + 按日期分段增量,24,"amazonOrderId, data, asin, asinUrl, itemList, amount, currencyCode, icon, name, refundedPrice, returnAmount, type, itemRefundTotal, orderItemId, quantityOrdered, quantityShipped, reason, sellerSku, smallImageUrl, title, unitPriceAmount, unitPriceIcon, purchaseDateLocal, sid",6,"code, data, error_details, message, request_id, response_time",仓库 / 收货质检 / 订单退款,"售后, 仓库, 销售",/docs/Sale/RefundOrder.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-D8BC30F67A4B,OFFICIAL_VERIFIED,仓库,海外仓,,上传备货单装箱信息,POST,/erp/sc/routing/owms/inbound/packing,创建“待发货/待收货/已完成”状态备货单时，支持上传备货单装箱信息。,1,否,是,是,其他,,否,否,,,按店铺循环 + 分页,21,"box_count, box_list, box_no, box_nos, height, items, barcode, fnsku, is_a_plus, match_num, oversea_product_code, product_id, quantity_shipped, sid, twp_id, length, weight, width, overseas_order_no, packaging_type",6,"code, data, error_details, message, request_id, response_time",仓库 / 海外仓 / 上传备货单装箱信息,仓库,/docs/Warehouse/packing.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-5567B5700B78,OFFICIAL_VERIFIED,仓库,海外仓,,创建待发货/待收货/已完成的备货单,POST,/erp/sc/routing/owms/inbound/createInbound,支持创建“待发货/待收货/已完成”状态备货单，请求成功后，对应备货单在列表“待发货/待收货/已完成”状态。,1,否,是,是,其他,,是,是,"estimated_time, arrival_time, real_delivery_time",,按店铺循环 + 按日期分段增量,75,"arrival_time, custom_fields, custom_s_wid, estimated_time, file_id, head_logistics_list, actual_expenses_list, chargeable_weight, logistics_fee, logistics_fee_currency, other_fee_arr, fee_type_id, other_amount, other_currency, price, price_currency, remark, tax_fee, tax_fee_currency, estimate_expenses_list, tax_fee_type, tracking_list, order_type_code, shippers, tracking_no, transport_type, inbound_order_no, logistics_id, logistics_list, logistics_money, logistics_money_unit, logistics_order_no, other_money, other_money_remark, other_money_unit, real_logistics_money, real_logistics_money_unit, real_other_money, real_other_money_remark, real_other_money_unit, ...(+23)",8,"code, data, error_details, message, request_id, response_time, total",仓库 / 海外仓 / 创建待发货/待收货/已完成的备货单,仓库,/docs/Warehouse/CreateInbound.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-9AE1466FB085,OFFICIAL_VERIFIED,仓库,海外仓,,删除备货单,DELETE,/basicOpen/overSeaWarehouse/stockOrder/delete,支持操作删除状态为待审批，待配货，待发货，已驳回的海外仓备货单,1,否,是,是,无,,否,否,,,全量 / 人工确认,1,overseas_order_nos,6,"code, data, error_details, message, request_id, response_time",仓库 / 海外仓 / 删除备货单,"仓库, 销售",/docs/Warehouse/DeleteOverSeaStockOrder.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-87182E99B1B7,OFFICIAL_VERIFIED,仓库,海外仓,,备货单分批收货,POST,/erp/sc/routing/owms/inbound/batchesReceipt,备货单分批收货,1,否,否,否,无,,否,否,,,全量 / 人工确认,7,"overseas_order_no, product_list, current_receive_num, fnsku, product_code, product_id, sid",6,"code, data, error_details, message, request_id, response_time",仓库 / 海外仓 / 备货单分批收货,仓库,/docs/Warehouse/inboundBatchesReceipt.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-E8270027E4C1,OFFICIAL_VERIFIED,仓库,海外仓,,备货单分配库存,POST,/basicOpen/overSeaWarehouse/stockOrder/allocate,备货单分配库存,1,否,否,否,无,,否,否,,,全量 / 人工确认,1,orderNo,6,"code, data, error_details, message, request_id, response_time",仓库 / 海外仓 / 备货单分配库存,"仓库, 销售",/docs/Warehouse/overseaStockOrderAllocate.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-3E19FAF15A8D,OFFICIAL_VERIFIED,仓库,海外仓,,备货单结束到货,POST,/erp/sc/routing/owms/inbound/completeReceipt,备货单结束到货,1,否,否,否,无,,否,否,,,全量 / 人工确认,1,overseas_order_no,6,"code, data, error_details, message, request_id, response_time",仓库 / 海外仓 / 备货单结束到货,仓库,/docs/Warehouse/inboundCompleteReceipt.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-01FE108B1B92,OFFICIAL_VERIFIED,仓库,海外仓,,更新备货单,POST,/erp/sc/routing/owms/inbound/updateInbound,更新备货单,1,否,否,否,其他,,否,是,"estimated_time, arrival_time, real_delivery_time",,按店铺循环 + 按日期分段增量,72,"arrival_time, estimated_time, file_id, head_logistics_list, actual_expenses_list, chargeable_weight, logistics_fee, logistics_fee_currency, other_fee_arr, fee_type_id, other_amount, other_currency, price, price_currency, remark, tax_fee, tax_fee_currency, estimate_expenses_list, tax_fee_type, tracking_list, order_type_code, shippers, tracking_no, transport_type, logistics_id, logistics_list, logistics_money, logistics_money_unit, logistics_order_no, operation_type, other_money, other_money_remark, other_money_unit, real_logistics_money, real_logistics_money_unit, real_other_money, real_other_money_remark, real_other_money_unit, track_order_no, wool_id, ...(+19)",6,"code, data, error_details, message, request_id, response_time",仓库 / 海外仓 / 更新备货单,仓库,/docs/Warehouse/updateInbound.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-25557AAD1424,OFFICIAL_VERIFIED,仓库,海外仓,,更新备货单物流信息,POST,/erp/sc/routing/owms/inbound/updateLogistics,更新备货单物流信息,1,否,否,否,无,,否,否,,,全量 / 人工确认,47,"head_logistics_list, actual_expenses_list, chargeable_weight, logistics_fee, logistics_fee_currency, other_fee_arr, fee_type_id, other_amount, other_currency, price, price_currency, remark, tax_fee, tax_fee_currency, estimate_expenses_list, tax_fee_type, tracking_list, order_type_code, shippers, tracking_no, transport_type, logistics_list, logistics_money, logistics_money_unit, logistics_order_no, other_money, other_money_remark, other_money_unit, real_logistics_money, real_logistics_money_unit, real_other_money, real_other_money_remark, real_other_money_unit, track_order_no, logistics_list_type, overseas_order_no",6,"code, data, error_details, message, request_id, response_time",仓库 / 海外仓 / 更新备货单物流信息,仓库,/docs/Warehouse/UpdateLogistics.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-ACB0219BB470,OFFICIAL_VERIFIED,仓库,海外仓,,查询备货单收货记录,POST,/erp/sc/routing/owms/inbound/getReceiveGoodRecords,查询备货单收货记录,1,是,否,否,offset/length,,是,是,"start_date, end_date",,按日期分段增量,5,"end_date, length, offset, overseas_order_no, start_date",25,"code, data, error_details, message, request_id, response_time, total",仓库 / 海外仓 / 查询备货单收货记录,仓库,/docs/Warehouse/GetReceiveGoodRecords.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-E5E2F516B966,OFFICIAL_VERIFIED,仓库,海外仓,,查询备货单装箱信息,GET,/erp/sc/routing/owms/inbound/getPackingData,查询备货单装箱信息,1,是,否,否,无,,是,否,,,全量 / 人工确认,1,overseas_order_no,23,"code, data, error_details, message, request_id, response_time, total",仓库 / 海外仓 / 查询备货单装箱信息,仓库,/docs/Warehouse/getPackingData.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-EB2B3813F515,OFFICIAL_VERIFIED,仓库,海外仓,,查询备货单详情,POST,/basicOpen/overSeaWarehouse/stockOrder/detail,查询备货单详情,1,是,否,否,无,,是,否,,,全量 / 人工确认,1,overseas_order_no,229,"code, data, error_details, message, request_id, response_time",仓库 / 海外仓 / 查询海外仓备货单详情,仓库,/docs/Warehouse/OverSeasStockDetail.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-87EAA59FF5C7,OFFICIAL_VERIFIED,仓库,海外仓,,查询海外仓sku配对列表,POST,/basicOpen/overseaWarehouseSetting/matchList,查询海外仓sku配对列表,1,否,是,是,offset/length,200,是,否,,,全量后分页,6,"isMatched, keyword, length, offset, twIds, wpId",30,"code, data, error_details, message, request_id, response_time, total",仓库 / 海外仓 / 查询海外仓sku配对列表,"仓库, 产品",/docs/Warehouse/OverseaWarehouseMatchList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-7773B7A1FDF9,OFFICIAL_VERIFIED,仓库,海外仓,,查询海外仓备货单列表,POST,/erp/sc/routing/owms/inbound/listInbound,支持查询海外仓备货单列表，对应系统【仓库】>【海外仓备货单】数据,1,是,否,否,其他,50,是,是,"create_time_from, create_time_to, date_type",,按日期分段增量,11,"create_time_from, create_time_to, date_type, is_delete, overseas_order_no, page, page_size, r_wid, s_wid, status, sub_status",108,"code, data, error_details, message, request_id, response_time, total",仓库 / 海外仓 / 查询海外仓备货单列表,仓库,/docs/Warehouse/listInbound.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-DE77858CC887,OFFICIAL_VERIFIED,仓库,海外仓,,查询移除入库单列表,POST,/erp/sc/routing/owms/removalInbound/list,查询移除入库单列表,1,是,否,否,offset/length,1000,是,是,"start_date, end_date",,按日期分段增量,6,"end_date, length, offset, order_no, start_date, status",60,"code, data, error_details, message, request_id, response_time, total",仓库 / 海外仓 / 查询移除入库单列表,仓库,/docs/Warehouse/removalInboundList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-814E67414272,OFFICIAL_VERIFIED,仓库,海外仓,,查询系统产品与第三方海外仓产品映射列表,POST,/erp/sc/routing/owms/inbound/matchSkuList,支持查询本地产品与第三方海外仓产品映射列表,1,是,否,否,offset/length,,是,否,,,全量后分页,4,"is_matched, length, offset, wid",20,"code, data, error_details, message, request_id, response_time, total",仓库 / 海外仓 / 查询系统产品与第三方海外仓产品映射列表,"仓库, 产品",/docs/Warehouse/matchSkuList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-3B84A6C4C9B4,OFFICIAL_VERIFIED,仓库,海外仓,,海外仓备货单发货,POST,/erp/sc/routing/owms/inbound/sendInbound,支持将系统已有的海外仓备货单状态调整为“待收货”，并扣减发货仓库库存,1,否,是,是,无,,是,否,,,全量 / 人工确认,1,overseas_order_no,7,"code, data, error_details, message, request_id, response_time, total",仓库 / 海外仓 / 海外仓备货单发货,仓库,/docs/Warehouse/SendInbound.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-EBADE37CF17C,OFFICIAL_VERIFIED,仓库,海外仓,,获取备货单号,POST,/erp/sc/routing/owms/inbound/listOrderNos,获取备货单号,1,是,否,否,无,,否,否,,,全量 / 人工确认,1,inbound_order_no,9,"code, data, error_details, message, request_id, response_time",仓库 / 海外仓 / 获取备货单号,"仓库, 销售",/docs/Warehouse/listOrderNos.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-AAFAE3E2B6D6,OFFICIAL_VERIFIED,仓库,海外仓,,获取第三方SKU标签PDF文件,POST,/erp/sc/routing/owms/inbound/productLabel,支持获取谷仓、西邮智仓、易仓的第三方SKU标签PDF文件,1,是,否,否,无,,否,否,,,全量 / 人工确认,3,"overseas_order_no, product_ids, size",8,"code, data, error_details, message, request_id, response_time",仓库 / 海外仓 / 获取第三方SKU标签PDF文件,"仓库, 产品",/docs/Warehouse/productLabel.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-BED54283FB2B,OFFICIAL_VERIFIED,仓库,海外仓,,获取第三方箱唛,POST,/erp/sc/routing/owms/inbound/packageLabel,支持获取谷仓、西邮智仓、易仓的箱唛PDF文件,1,是,否,否,无,,否,否,,,全量 / 人工确认,2,"overseas_order_no, size",8,"code, data, error_details, message, request_id, response_time",仓库 / 海外仓 / 获取第三方箱唛,仓库,/docs/Warehouse/packageLabel.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-051118326D63,OFFICIAL_VERIFIED,仓库,装箱管理,,装箱任务-任务列表,POST,/basicOpen/packingTask/list,查询装箱任务列表，支持按仓库、装箱员、装箱情况、单据类型等条件筛选,1,是,否,否,offset/length,200,是,是,"searchFieldTime, startDate, endDate",,按日期分段增量,17,"endDate, length, offset, optUid, packingCon, pickingStatus, printLabel, printTask, relateSnType, searchField, searchFieldTime, searchValue, seniorSearchList, startDate, wid",61,"code, data, error_details, message, request_id, response_time, total",仓库 / 装箱管理 / 装箱任务-任务列表,仓库,/docs/Warehouse/PackingTaskList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-8C46310BDBDA,OFFICIAL_VERIFIED,仓库,装箱管理,,装箱任务-任务详情,POST,/basicOpen/packingTask/taskDetail,装箱任务-任务详情,1,是,否,否,无,,否,否,,,全量 / 人工确认,2,"ptId, taskSn",105,"code, data, error_details, message, request_id, response_time",仓库 / 装箱管理 / 装箱任务-任务详情,仓库,/docs/Warehouse/PackingTaskDetail.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-5094B5DD4252,OFFICIAL_VERIFIED,仓库,装箱管理,,装箱任务-删除装箱任务,POST,/basicOpen/packingTask/delTask,装箱任务-删除装箱任务,1,否,是,是,无,,否,否,,,全量 / 人工确认,2,"ptIds, taskSns",6,"code, data, error_details, message, request_id, response_time",仓库 / 装箱管理 / 装箱任务-删除装箱任务,仓库,/docs/Warehouse/PackingTaskDel.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-EE7D15BC8C4F,OFFICIAL_VERIFIED,仓库,装箱管理,,装箱任务-单据列表,POST,/basicOpen/packingTask/getRelateSnList,查询可创建装箱任务的列表,1,是,否,否,无,,是,是,"startDate, endDate",,按日期分段增量,5,"endDate, relateSnType, searchField, searchValue, startDate",21,"code, data, error_details, message, request_id, response_time, total",仓库 / 装箱管理 / 装箱任务-单据列表,仓库,/docs/Warehouse/PackingTaskRelateSnList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-9B0AEF588990,OFFICIAL_VERIFIED,仓库,装箱管理,,装箱任务-批量编辑装箱信息,POST,/basicOpen/packingTask/batchEditPackingBox,装箱任务-批量编辑装箱信息,1,否,是,是,其他,,否,否,,,全量后分页,14,"flag, list, boxHeight, boxLength, boxNum, boxProduct, fnsku, ptpiId, quantityInCase, boxWeight, boxWidth, customBoxId, ptbId, snValue",6,"code, data, error_details, message, request_id, response_time",仓库 / 装箱管理 / 装箱任务-批量编辑装箱信息,仓库,/docs/Warehouse/PackingTaskBatchEdit.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-DBA03B840847,OFFICIAL_VERIFIED,仓库,装箱管理,,装箱任务-标记已完成,POST,/basicOpen/packingTask/finishTask,装箱任务-标记已完成,1,否,是,是,无,,否,是,needUpdate,,按日期分段增量,2,"needUpdate, snValue",6,"code, data, error_details, message, request_id, response_time",仓库 / 装箱管理 / 装箱任务-标记已完成,仓库,/docs/Warehouse/PackingTaskFinish.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-633648A48963,OFFICIAL_VERIFIED,仓库,装箱管理,,装箱任务-生成装箱任务,POST,/basicOpen/packingTask/addTask,装箱任务-生成装箱任务,1,否,否,否,无,,否,否,,,全量 / 人工确认,5,"data, relateSn, sid, relateSnType, wid",8,"code, data, error_details, message, request_id, response_time",仓库 / 装箱管理 / 装箱任务-生成装箱任务,仓库,/docs/Warehouse/PackingTaskAdd.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-320D9D20B37C,OFFICIAL_VERIFIED,基础数据,,,下载附件,POST,/erp/sc/routing/common/file/download,支持下载产品附件,1,是,否,否,无,,是,否,,,全量 / 人工确认,1,file_id,10,"code, data, error_details, message, request_id, response_time, total",基础数据 / 下载附件,产品,/docs/BasicData/AttachmentDownload.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-99132180876E,OFFICIAL_VERIFIED,基础数据,,,修改我的汇率,POST,/basicOpen/settings/exchangeRate/update,修改我的汇率,1,否,是,是,无,,是,是,date,,按日期分段增量,3,"code, date, my_rate",7,"code, data, error_details, message, request_id, response_time, total",基础数据 / 修改我的汇率,工作台,/docs/BasicData/ExchangeRateUpdate.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-A07E627F7B70,OFFICIAL_VERIFIED,基础数据,,,定制化附件下载接口,POST,/erp/sc/routing/customized/file/download,定制化附件下载接口,1,是,否,否,无,,否,否,,,全量 / 人工确认,1,file_id,9,"code, data, error_details, message, request_id, response_time",基础数据 / 下载定制化附件,工作台,/docs/BasicData/CustomAttachmentDownload.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-1BE23A99A7E9,OFFICIAL_VERIFIED,基础数据,,,批量修改店铺名称,POST,/erp/sc/data/seller/batchEditSellerName,批量修改店铺名称,1,否,是,是,无,,否,否,,,全量 / 人工确认,3,"sid_name_list, name, sid",13,"code, data, error_details, message, request_id, response_time, totoal",基础数据 / 批量修改店铺名称,工作台,/docs/BasicData/SellerBatchRename.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-04CE920F9507,OFFICIAL_VERIFIED,基础数据,,,查询ERP用户信息列表,GET,/erp/sc/data/account/lists,查询得到企业开启的全部ERP账号数据,1,是,否,否,无,,否,否,,,全量 / 人工确认,0,,18,"code, data, error_details, message, response_time",基础数据 / 查询ERP用户信息列表,工作台,/docs/BasicData/AccoutLists.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-CDEC1BCCBD6A,OFFICIAL_VERIFIED,基础数据,,,获取国家下的州、省编码,POST,/basicOpen/multiplatform/profit/report/stateList,获取国家下的州、省编码,1,是,否,否,无,,是,否,,,全量 / 人工确认,1,countryCode,11,"code, data, error_details, message, request_id, response_time, total",基础数据 / 获取国家下的州、省编码,工作台,/docs/BasicData/StateList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-3A4304922BAA,OFFICIAL_VERIFIED,多平台,,,WFS货件暂存,POST,/basicOpen/multiplatform/cargo/storage,WFS货件暂存,1,否,否,否,无,,是,是,cargo_goods_list[].expected_arrival_time,,按店铺循环 + 按日期分段增量,27,"cargo_goods_list, box_num, declare_num, expected_arrival_time, gtin, msku, picture_url, product_desc, product_id, product_name, product_type, single_box_num, sku, value_added_service, cargo_remark, inbound_order_id, return_address, address_alias, address_id, city, mobile, postal_code, province, receive_or_delivery_country, receive_or_delivery_country_name, street_detail, store_id",8,"code, data, error_details, message, request_id, response_time, total",多平台 / WFS货件暂存,仓库,/docs/MultiPlatform/V2/multiplatformCargoStorage.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-6476F601BDF1,OFFICIAL_VERIFIED,多平台,,,Walmart修改库存,POST,/basicOpen/multiplatform/walmart/publishQueue,Walmart修改库存,1,否,是,是,无,,是,否,,,全量 / 人工确认,4,"data, adjust_value, variant_unique_id, queue_type",13,"code, data, error_details, message, request_id, response_time, total",多平台 / Walmart修改库存,Walmart,/docs/MultiPlatform/V2/WalmartPublishQueue.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-A8AF20B777AE,OFFICIAL_VERIFIED,多平台,,,修改平台仓发货单备注,POST,/cepf/warehouse/api/openApi/editPlatfromShippingRemark,修改平台仓发货单备注,1,否,是,是,无,,否,否,,,全量 / 人工确认,2,"remarkContent, shippingListCode",6,"code, data, error_details, message, request_id, response_time",多平台 / 修改平台仓发货单备注,工作台,/docs/MultiPlatform/V2/ModifyPlatformRemark.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-1D4F82B9EC6C,OFFICIAL_VERIFIED,多平台,,,创建订单,POST,/pb/mp/order/v2/create,创建多平台店铺手工单，包含自定义平台订单，对应系统中订单类型为“手工订单”类型,10,否,是,是,无,,否,是,"orders[].global_purchase_time, orders[].global_payment_time",,按店铺循环 + 按日期分段增量,41,"custom_fields, character, id, val, orders, address_line1, address_type, amount_currency, buyer_choose_express, buyer_note, city, customer_shipping_amount, customer_tax_amount, global_payment_time, global_purchase_time, items, item_custom_fields, msku, quantity, sku, stock_deduction_type, unit_price, logistics_type_id, order_custom_fields, order_total_amount, platform_order_no, receiver_company_name, receiver_country_code, receiver_name, remark, sender_tax_no, sender_tax_type, shipping_info, base64File, file_name, tms_tracking_no, tms_waybill_no, site_code, wid, platform_code, ...(+1)",11,"code, data, message, request_id, response_time",多平台 / 创建订单,销售,/docs/MultiPlatform/V2/CreateOrdersV2.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-72F91B3597A5,OFFICIAL_VERIFIED,多平台,,,删除暂存货件,POST,/basicOpen/multiplatform/deleteCargoStorage,删除暂存货件,1,否,是,是,其他,,是,否,,,全量后分页,1,id,8,"code, data, error_details, message, request_id, response_time, total",多平台 / 删除暂存货件,仓库,/docs/MultiPlatform/V2/DeleteCargoStorage.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-B6C99BAA3905,OFFICIAL_VERIFIED,多平台,,,合并订单,POST,/pb/mp/order/v2/mergeOrder,合并订单,10,否,否,否,无,,否,否,,,全量 / 人工确认,2,"order_list, platform_code",11,"code, data, message, request_id, response_time",多平台 / 合并订单,销售,/docs/MultiPlatform/V2/MergeOrder.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-D0A92205A559,OFFICIAL_VERIFIED,多平台,,,审核发货,POST,/basicOpen/openapi/multiplatform/order/review,订单管理审核发货，对应系统中订单管理“待审核发货”类型的订单进行审核发货,1,否,是,是,无,,否,否,,,全量 / 人工确认,1,global_order_no,12,"code, data, message, request_id, response_time",多平台 / 审核发货,销售,/docs/MultiPlatform/BatchReview.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-E4F62AF71863,OFFICIAL_VERIFIED,多平台,,,平台仓发货单分配库存,POST,/basicOpen/multiplatform/allocate/stock,平台仓发货单分配库存,1,否,是,是,无,,是,否,,,全量 / 人工确认,1,shippingIdList,12,"code, data, error_details, message, request_id, response_time",多平台 / 平台仓发货单分配库存,销售,/docs/MultiPlatform/V2/shippingOrderAllocate.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-0EF3921B4688,OFFICIAL_VERIFIED,多平台,,,平台仓发货单发货,POST,/basicOpen/multiplatform/shippingList/delivery,平台仓发货单发货,1,否,是,是,无,,是,否,,,全量 / 人工确认,1,shippingIdList,12,"code, data, error_details, message, request_id, response_time",多平台 / 平台仓发货单发货,销售,/docs/MultiPlatform/V2/shippingOrderDelivery.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-1AA8D77AEA04,OFFICIAL_VERIFIED,多平台,,,平台仓发货单拣货,POST,/basicOpen/multiplatform/shippingList/picking,平台仓发货单拣货,1,否,是,是,无,,是,否,,,全量 / 人工确认,1,shippingIdList,12,"code, data, error_details, message, request_id, response_time",多平台 / 平台仓发货单拣货,销售,/docs/MultiPlatform/V2/shippingOrderPicking.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-B1D5E5BD6509,OFFICIAL_VERIFIED,多平台,,,快速出库,POST,/pb/mp/order/v2/fastOutbound,"创建一个""快速出库""请求的异步任务，如需获取快速出库结果，请在发送请求额外调用[获取快速出库结果](/docs/MultiPlatform/V2/GetFastOutboundResultV2.md)接口",10,否,否,否,其他,,否,否,,,全量后分页,15,"package, fee_weight, global_order_no, height, length, logistics_freight, logistics_freight_currency_code, logistics_type_id, real_weight, size_unit, tracking_no, waybill_no, weight_unit, wid, width",6,"code, data, message, request_id, response_time, success",多平台 / 快速出库,仓库,/docs/MultiPlatform/V2/FastOutboundV2.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
